order_id,order_date,customer_id,order_value,payment_type,warehouse,order_status
ORD2681,2024-02-14,4618,217.68,Credit Card,Delhi,Delivered
ORD2682,2024-01-31,4917,109.89,Wallet,Hyderabad,Delayed
ORD2683,2024-03-15,1595,238.13,Credit Card,Delhi,Delivered
ORD2684,2024-05-22,2904,108.29,UPI,Bangalore,Delayed
ORD2685,2024-06-02,1280,247.61,COD,Delhi,Delivered
ORD2686,2024-02-15,1423,47.9,UPI,Delhi,Delivered
ORD2687,2024-05-19,5365,60.28,Credit Card,Hyderabad,Delivered
ORD2688,2024-04-06,5249,108.85,UPI,Hyderabad,Delayed
ORD2689,2024-05-16,2750,128.46,COD,Mumbai,Delivered
ORD2690,2024-02-15,5757,111.12,Credit Card,Mumbai,Delivered
ORD2691,2024-05-11,2967,231.46,UPI,Bangalore,Delivered
ORD2692,2024-01-15,5088,38.12,UPI,Hyderabad,Delayed
ORD2693,2024-04-20,5178,111.85,COD,Mumbai,Delivered
ORD2694,2024-06-27,3946,252.8,Credit Card,Mumbai,Delivered
ORD2695,2024-02-18,2449,29.37,Wallet,Mumbai,Delivered
ORD2696,2024-01-23,3331,283.28,Credit Card,Hyderabad,Delivered
ORD2697,2024-06-10,3220,296.03,COD,Hyderabad,Delayed
ORD2698,2024-05-26,4789,35.68,COD,Bangalore,Delivered
ORD2699,2024-06-05,3810,94.47,COD,Hyderabad,Delivered
ORD2700,2024-03-06,5728,118.0,COD,Hyderabad,Delivered
ORD2701,2024-01-31,2531,235.15,Wallet,Hyderabad,Delivered
ORD2702,2024-05-27,5882,182.82,Credit Card,Bangalore,Delivered
ORD2703,2024-05-29,3990,196.87,Credit Card,Delhi,Delivered
ORD2704,2024-06-27,5493,229.68,UPI,Delhi,Delayed
ORD2705,2024-01-23,2143,44.21,Wallet,Mumbai,Delivered
ORD2706,2024-04-24,1933,251.63,Wallet,Delhi,Delivered
ORD2707,2024-04-22,2460,214.63,UPI,Delhi,Cancelled
ORD2708,2024-04-03,3723,177.43,UPI,Bangalore,Delivered
ORD2709,2024-01-29,3512,268.02,Credit Card,Bangalore,Delivered
ORD2710,2024-02-25,1285,213.09,Credit Card,Delhi,Delivered
ORD2711,2024-02-20,1264,68.49,Credit Card,Delhi,Delivered
ORD2712,2024-05-12,3367,134.63,Wallet,Delhi,Delivered
ORD2713,2024-01-25,4447,153.27,Wallet,Mumbai,Delivered
ORD2714,2024-04-10,5916,26.01,UPI,Bangalore,Delivered
ORD2715,2024-06-24,2762,286.84,COD,Delhi,Delivered
ORD2716,2024-03-05,4048,47.29,COD,Hyderabad,Delivered
ORD2717,2024-05-22,3381,212.26,COD,Delhi,Delivered
ORD2718,2024-01-12,3269,156.81,COD,Hyderabad,Delivered
ORD2719,2024-02-15,1040,17.43,COD,Mumbai,Delivered
ORD2720,2024-04-08,1067,278.18,Credit Card,Hyderabad,Delayed
ORD2721,2024-05-28,1987,257.03,UPI,Bangalore,Delivered
ORD2722,2024-04-14,5008,162.03,COD,Mumbai,Delivered
ORD2723,2024-02-20,4198,76.39,COD,Mumbai,Delayed
ORD2724,2024-04-06,5790,45.27,COD,Delhi,Delivered
ORD2725,2024-06-20,3524,115.38,Credit Card,Mumbai,Cancelled
ORD2726,2024-02-12,2085,84.07,COD,Mumbai,Delivered
ORD2727,2024-01-17,3479,156.94,UPI,Hyderabad,Delayed
ORD2728,2024-04-18,2693,290.26,Credit Card,Delhi,Delivered
ORD2729,2024-05-16,3315,176.74,Credit Card,Bangalore,Delayed
ORD2730,2024-03-01,1778,268.08,Wallet,Delhi,Delayed
ORD2731,2024-03-25,5589,198.75,Wallet,Bangalore,Delivered
ORD2732,2024-03-19,2585,147.82,Credit Card,Hyderabad,Delivered
ORD2733,2024-03-11,2492,257.84,COD,Mumbai,Delivered
ORD2734,2024-01-19,1660,146.7,COD,Mumbai,Delivered
ORD2735,2024-03-14,2348,261.9,COD,Delhi,Delayed
ORD2736,2024-04-10,2299,94.56,COD,Delhi,Delivered
ORD2737,2024-05-29,4940,47.36,Wallet,Delhi,Delayed
ORD2738,2024-04-21,2986,258.04,UPI,Mumbai,Delivered
ORD2739,2024-03-16,3044,180.35,Credit Card,Mumbai,Delivered
ORD2740,2024-01-22,4516,267.84,COD,Hyderabad,Delivered
ORD2741,2024-01-16,2058,281.97,Wallet,Bangalore,Delivered
ORD2742,2024-05-06,1976,25.55,UPI,Delhi,Delivered
ORD2743,2024-04-25,5577,155.28,Credit Card,Mumbai,Delivered
ORD2744,2024-02-14,1727,118.74,Credit Card,Bangalore,Delivered
ORD2745,2024-03-14,3527,191.5,Credit Card,Delhi,Delayed
ORD2746,2024-03-05,4136,240.14,COD,Delhi,Delivered
ORD2747,2024-01-05,1342,91.37,Credit Card,Bangalore,Delayed
ORD2748,2024-06-05,2447,171.47,COD,Bangalore,Delivered
ORD2749,2024-02-04,3379,215.53,UPI,Bangalore,Delivered
ORD2750,2024-04-08,4659,48.99,Wallet,Mumbai,Delivered
ORD2751,2024-01-12,1526,246.08,Wallet,Hyderabad,Delivered
ORD2752,2024-05-14,2896,185.77,Wallet,Delhi,Delivered
ORD2753,2024-01-06,5754,285.37,Credit Card,Delhi,Delivered
ORD2754,2024-04-09,3073,108.46,Wallet,Bangalore,Delivered
ORD2755,2024-04-22,5915,41.36,UPI,Mumbai,Delivered
ORD2756,2024-06-14,1405,156.89,COD,Bangalore,Delivered
ORD2757,2024-03-10,2573,34.89,Wallet,Mumbai,Delivered
ORD2758,2024-04-30,5600,291.16,COD,Hyderabad,Delivered
ORD2759,2024-01-07,4740,21.22,COD,Delhi,Delivered
ORD2760,2024-05-23,5274,228.52,Wallet,Delhi,Delivered
ORD2761,2024-02-04,5227,162.28,Wallet,Mumbai,Delivered
ORD2762,2024-03-03,2846,116.9,Wallet,Hyderabad,Delivered
ORD2763,2024-05-09,2478,29.09,Credit Card,Hyderabad,Delivered
ORD2764,2024-06-08,3395,190.43,Wallet,Delhi,Delivered
ORD2765,2024-06-18,1771,179.71,Credit Card,Delhi,Delivered
ORD2766,2024-03-01,1578,91.46,UPI,Bangalore,Delivered
ORD2767,2024-05-20,3901,273.96,COD,Mumbai,Delivered
ORD2768,2024-05-01,1193,98.19,UPI,Delhi,Delivered
ORD2769,2024-05-21,3007,140.42,Wallet,Hyderabad,Delivered
ORD2770,2024-01-05,2185,167.69,COD,Hyderabad,Delivered
ORD2771,2024-01-10,3394,39.07,Wallet,Delhi,Delayed
ORD2772,2024-01-09,3998,280.33,Wallet,Hyderabad,Delayed
ORD2773,2024-06-02,2792,118.62,COD,Mumbai,Delivered
ORD2774,2024-02-24,2110,33.43,UPI,Hyderabad,Cancelled
ORD2775,2024-06-25,5005,122.31,Wallet,Hyderabad,Delivered
ORD2776,2024-06-13,3261,184.06,COD,Delhi,Delivered
ORD2777,2024-03-24,4736,158.96,UPI,Mumbai,Delivered
ORD2778,2024-02-14,4793,211.42,Credit Card,Mumbai,Delivered
ORD2779,2024-04-11,2936,26.09,UPI,Bangalore,Delayed
ORD2780,2024-06-02,5875,92.52,UPI,Mumbai,Delayed
ORD2781,2024-03-28,5357,247.58,COD,Bangalore,Delivered
ORD2782,2024-05-29,1729,33.17,UPI,Delhi,Delivered
ORD2783,2024-05-21,5378,258.09,Credit Card,Hyderabad,Delivered
ORD2784,2024-01-14,4451,36.65,Credit Card,Mumbai,Delayed
ORD2785,2024-05-25,5457,251.99,Wallet,Bangalore,Delivered
ORD2786,2024-01-09,5536,114.63,Credit Card,Mumbai,Delivered
ORD2787,2024-06-03,3140,187.54,Wallet,Delhi,Delivered
ORD2788,2024-05-10,2644,54.34,Credit Card,Bangalore,Delayed
ORD2789,2024-06-14,3800,29.19,UPI,Bangalore,Delayed
ORD2790,2024-06-11,5962,72.62,Wallet,Bangalore,Delivered
ORD2791,2024-05-19,1141,47.08,Credit Card,Delhi,Delivered
ORD2792,2024-01-24,2455,100.6,UPI,Bangalore,Delayed
ORD2793,2024-02-22,5796,159.17,UPI,Hyderabad,Delayed
ORD2794,2024-03-10,3096,180.74,Wallet,Delhi,Delivered
ORD2795,2024-04-29,2325,239.06,COD,Hyderabad,Delivered
ORD2796,2024-06-02,5976,200.31,UPI,Hyderabad,Delayed
ORD2797,2024-01-03,2213,186.54,UPI,Delhi,Delayed
ORD2798,2024-03-19,2159,129.42,COD,Mumbai,Delayed
ORD2799,2024-06-03,5650,147.4,Wallet,Hyderabad,Delivered
ORD2800,2024-01-25,5499,130.21,Credit Card,Delhi,Delivered
ORD2801,2024-03-22,5987,254.23,Credit Card,Hyderabad,Delivered
ORD2802,2024-05-09,5697,76.7,UPI,Bangalore,Delayed
ORD2803,2024-01-13,1340,11.66,COD,Hyderabad,Delivered
ORD2804,2024-05-08,4828,198.88,UPI,Hyderabad,Delivered
ORD2805,2024-01-22,2968,68.71,Wallet,Hyderabad,Delivered
ORD2806,2024-04-25,1703,268.13,UPI,Bangalore,Delayed
ORD2807,2024-01-30,5413,259.12,Credit Card,Hyderabad,Delivered
ORD2808,2024-03-10,3429,32.25,COD,Delhi,Delivered
ORD2809,2024-01-23,2800,40.85,Wallet,Hyderabad,Delivered
ORD2810,2024-06-14,5912,153.6,UPI,Delhi,Delivered
ORD2811,2024-03-29,5648,186.67,Credit Card,Hyderabad,Delivered
ORD2812,2024-06-21,1855,89.72,UPI,Hyderabad,Cancelled
ORD2813,2024-03-12,2812,217.87,Credit Card,Hyderabad,Delivered
ORD2814,2024-03-19,3866,182.53,COD,Mumbai,Delivered
ORD2815,2024-01-24,4642,104.2,Wallet,Mumbai,Delivered
ORD2816,2024-05-24,1182,17.36,UPI,Bangalore,Delayed
ORD2817,2024-02-05,4112,227.54,Wallet,Delhi,Delayed
ORD2818,2024-03-15,5492,72.28,COD,Bangalore,Delivered
ORD2819,2024-02-04,2517,252.0,Credit Card,Delhi,Cancelled
ORD2820,2024-02-16,2356,131.88,COD,Bangalore,Delivered
ORD2821,2024-05-16,3174,177.35,COD,Bangalore,Delivered
ORD2822,2024-04-14,4629,263.16,Wallet,Hyderabad,Delayed
ORD2823,2024-03-20,4628,260.45,COD,Hyderabad,Delivered
ORD2824,2024-03-01,5096,117.74,UPI,Hyderabad,Delivered
ORD2825,2024-05-22,4239,70.58,Credit Card,Hyderabad,Cancelled
ORD2826,2024-04-30,4691,234.79,COD,Hyderabad,Delivered
ORD2827,2024-06-06,1018,135.59,UPI,Bangalore,Delivered
ORD2828,2024-06-21,4403,65.69,Credit Card,Delhi,Delivered
ORD2829,2024-05-17,5679,272.28,Wallet,Mumbai,Delivered
ORD2830,2024-02-28,5551,67.45,Credit Card,Mumbai,Delayed
ORD2831,2024-01-08,4004,17.48,Wallet,Delhi,Delivered
ORD2832,2024-03-31,2132,15.88,Credit Card,Mumbai,Delivered
ORD2833,2024-06-29,4339,190.47,COD,Bangalore,Delayed
ORD2834,2024-01-22,4311,201.89,Wallet,Delhi,Delivered
ORD2835,2024-06-14,4372,100.2,Wallet,Delhi,Delivered
ORD2836,2024-05-30,1987,102.8,Wallet,Mumbai,Delayed
ORD2837,2024-01-09,4321,108.45,COD,Mumbai,Delayed
ORD2838,2024-01-31,5615,207.25,COD,Bangalore,Delayed
ORD2839,2024-02-27,5954,26.86,Credit Card,Hyderabad,Delivered
ORD2840,2024-06-21,1173,279.44,Credit Card,Delhi,Delivered
ORD2841,2024-06-11,4741,74.53,COD,Hyderabad,Delivered
ORD2842,2024-03-23,4052,299.91,COD,Mumbai,Delivered
ORD2843,2024-03-17,1726,59.74,Wallet,Delhi,Delivered
ORD2844,2024-04-13,4760,233.75,Credit Card,Hyderabad,Delivered
ORD2845,2024-05-10,2875,74.79,Credit Card,Bangalore,Delivered
ORD2846,2024-04-14,5033,33.45,Wallet,Bangalore,Delivered
ORD2847,2024-03-01,1989,263.73,Wallet,Bangalore,Delivered
ORD2848,2024-06-09,4744,259.04,Wallet,Delhi,Delivered
ORD2849,2024-01-12,3686,127.04,UPI,Delhi,Delivered
ORD2850,2024-03-22,1419,213.69,UPI,Delhi,Delivered
ORD2851,2024-04-19,1593,171.55,COD,Delhi,Delivered
ORD2852,2024-05-12,2774,257.36,Credit Card,Delhi,Delayed
ORD2853,2024-02-03,3459,101.37,Wallet,Hyderabad,Delayed
ORD2854,2024-06-06,1935,161.86,Wallet,Hyderabad,Delivered
ORD2855,2024-02-09,4808,150.76,Credit Card,Bangalore,Delivered
ORD2856,2024-01-17,1331,112.63,UPI,Hyderabad,Delivered
ORD2857,2024-02-29,4449,268.52,Credit Card,Hyderabad,Delivered
ORD2858,2024-02-10,3702,58.1,COD,Bangalore,Delayed
ORD2859,2024-03-09,5006,53.36,UPI,Bangalore,Delivered
ORD2860,2024-04-29,4868,177.3,Credit Card,Mumbai,Delivered
ORD2861,2024-01-08,5200,200.67,Credit Card,Bangalore,Delivered
ORD2862,2024-03-15,1201,66.44,COD,Hyderabad,Delivered
ORD2863,2024-05-13,3497,123.31,Credit Card,Delhi,Delayed
ORD2864,2024-05-08,2842,284.5,UPI,Bangalore,Delivered
ORD2865,2024-05-08,2866,81.52,Wallet,Mumbai,Delivered
ORD2866,2024-06-29,2996,203.82,Wallet,Hyderabad,Delivered
ORD2867,2024-03-20,1909,224.64,Wallet,Mumbai,Delivered
ORD2868,2024-04-15,5305,139.96,UPI,Mumbai,Delivered
ORD2869,2024-01-15,5658,281.88,Credit Card,Hyderabad,Delivered
ORD2870,2024-01-16,4189,223.63,Credit Card,Mumbai,Delayed
ORD2871,2024-05-24,1770,142.8,Credit Card,Hyderabad,Delivered
ORD2872,2024-02-18,4155,175.11,Credit Card,Mumbai,Delivered
ORD2873,2024-06-27,3501,210.86,Wallet,Delhi,Delivered
ORD2874,2024-06-03,3714,181.74,UPI,Bangalore,Cancelled
ORD2875,2024-02-09,5724,264.82,COD,Delhi,Delivered
ORD2876,2024-01-07,4585,113.5,UPI,Delhi,Delivered
ORD2877,2024-02-02,2628,96.97,Credit Card,Mumbai,Delivered
ORD2878,2024-03-26,1386,72.01,Credit Card,Bangalore,Delivered
ORD2879,2024-01-16,4421,20.96,UPI,Bangalore,Delivered
ORD2880,2024-05-01,5008,22.47,UPI,Bangalore,Delivered
ORD2881,2024-03-03,5093,262.32,Wallet,Mumbai,Delivered
ORD2882,2024-01-06,5363,206.73,Credit Card,Delhi,Delayed
ORD2883,2024-05-05,3466,201.55,UPI,Hyderabad,Delivered
ORD2884,2024-03-10,3282,188.25,Credit Card,Hyderabad,Cancelled
ORD2885,2024-03-20,2856,256.27,UPI,Hyderabad,Delayed
ORD2886,2024-03-18,2998,149.28,Credit Card,Bangalore,Delayed
ORD2887,2024-04-02,2236,262.42,UPI,Hyderabad,Delayed
ORD2888,2024-06-02,5669,114.24,Credit Card,Delhi,Delayed
ORD2889,2024-01-03,5144,278.75,COD,Hyderabad,Delayed
ORD2890,2024-06-08,2150,212.61,Wallet,Bangalore,Delivered
ORD2891,2024-06-03,5318,84.58,COD,Bangalore,Delivered
ORD2892,2024-05-27,2431,173.58,Wallet,Hyderabad,Delayed
ORD2893,2024-03-03,2819,164.58,Wallet,Bangalore,Delivered
ORD2894,2024-03-31,3324,49.99,UPI,Hyderabad,Delivered
ORD2895,2024-06-26,2130,181.46,COD,Bangalore,Delayed
ORD2896,2024-03-15,3658,101.29,Wallet,Mumbai,Delivered
ORD2897,2024-06-10,4500,25.18,Credit Card,Mumbai,Delayed
ORD2898,2024-06-08,1374,285.11,UPI,Delhi,Delivered
ORD2899,2024-02-25,3120,196.03,UPI,Mumbai,Delivered
ORD2900,2024-03-09,5020,264.31,Credit Card,Hyderabad,Delivered
ORD2901,2024-06-16,3021,206.06,Credit Card,Bangalore,Delayed
ORD2902,2024-03-26,4705,113.53,Wallet,Delhi,Delivered
ORD2903,2024-05-26,4259,158.68,Credit Card,Hyderabad,Delayed
ORD2904,2024-04-14,4435,205.97,UPI,Hyderabad,Delivered
ORD2905,2024-06-23,2889,288.47,Credit Card,Delhi,Delivered
ORD2906,2024-01-09,2823,83.56,COD,Delhi,Delivered
ORD2907,2024-03-05,2474,263.74,UPI,Hyderabad,Delivered
ORD2908,2024-04-09,3242,277.98,Credit Card,Bangalore,Delivered
ORD2909,2024-02-10,4243,204.42,UPI,Hyderabad,Delivered
ORD2910,2024-03-29,4134,280.07,Wallet,Bangalore,Delivered
ORD2911,2024-01-13,3070,125.38,COD,Delhi,Delivered
ORD2912,2024-04-16,1359,286.37,Wallet,Hyderabad,Delayed
ORD2913,2024-01-26,3041,213.81,COD,Mumbai,Delivered
ORD2914,2024-06-27,2141,22.18,Credit Card,Hyderabad,Delivered
ORD2915,2024-06-23,2635,272.99,UPI,Bangalore,Delivered
ORD2916,2024-05-06,5000,150.5,Credit Card,Hyderabad,Delayed
ORD2917,2024-02-18,2943,143.49,Wallet,Bangalore,Delayed
ORD2918,2024-06-06,5774,174.28,UPI,Mumbai,Delayed
ORD2919,2024-01-15,4361,53.32,Credit Card,Delhi,Delivered
ORD2920,2024-04-29,3980,146.06,Credit Card,Mumbai,Delayed
ORD2921,2024-05-15,1006,251.03,UPI,Bangalore,Delayed
ORD2922,2024-03-14,4267,14.49,UPI,Delhi,Delayed
ORD2923,2024-06-09,2591,89.15,Wallet,Delhi,Delivered
ORD2924,2024-05-12,5928,10.71,COD,Hyderabad,Delayed
ORD2925,2024-01-19,4264,130.56,COD,Mumbai,Delivered
ORD2926,2024-02-15,3606,221.21,UPI,Bangalore,Delivered
ORD2927,2024-05-28,4219,241.64,COD,Bangalore,Delivered
ORD2928,2024-03-11,4273,284.11,Wallet,Delhi,Delivered
ORD2929,2024-02-09,1913,186.47,COD,Hyderabad,Delivered
ORD2930,2024-04-16,3011,83.84,UPI,Bangalore,Delivered
ORD2931,2024-06-18,2442,278.0,Wallet,Hyderabad,Delayed
ORD2932,2024-03-29,4054,234.84,UPI,Delhi,Delivered
ORD2933,2024-01-04,4546,176.58,Wallet,Delhi,Delivered
ORD2934,2024-06-15,5221,211.74,Wallet,Delhi,Delivered
ORD2935,2024-02-01,5912,278.05,UPI,Hyderabad,Cancelled
ORD2936,2024-01-11,3928,216.59,Credit Card,Bangalore,Delivered
ORD2937,2024-06-11,2829,116.83,UPI,Mumbai,Delivered
ORD2938,2024-04-19,1575,216.78,Wallet,Hyderabad,Delayed
ORD2939,2024-06-08,1929,21.68,UPI,Delhi,Delivered
ORD2940,2024-06-15,4759,122.06,UPI,Mumbai,Delivered
ORD2941,2024-04-25,4699,127.83,Wallet,Mumbai,Delivered
ORD2942,2024-01-28,2463,58.38,COD,Mumbai,Delivered
ORD2943,2024-03-15,4275,16.69,Wallet,Mumbai,Delivered
ORD2944,2024-06-05,5928,48.68,UPI,Mumbai,Delivered
ORD2945,2024-05-21,2054,199.84,Wallet,Delhi,Delayed
ORD2946,2024-03-01,2900,242.66,Wallet,Bangalore,Delivered
ORD2947,2024-06-22,2457,296.58,COD,Mumbai,Delivered
ORD2948,2024-03-07,2399,110.45,Credit Card,Bangalore,Cancelled
ORD2949,2024-06-19,4415,183.82,UPI,Bangalore,Delivered
ORD2950,2024-02-19,1442,281.77,UPI,Hyderabad,Delivered
ORD2951,2024-01-11,4650,58.44,COD,Delhi,Delivered
ORD2952,2024-02-11,5652,218.12,Wallet,Mumbai,Delivered
ORD2953,2024-02-09,2178,228.94,Credit Card,Bangalore,Delivered
ORD2954,2024-02-21,5458,35.8,UPI,Hyderabad,Cancelled
ORD2955,2024-02-03,2257,259.76,Credit Card,Bangalore,Delivered
ORD2956,2024-01-24,4634,245.8,Credit Card,Mumbai,Delivered
ORD2957,2024-01-24,2841,19.69,Wallet,Delhi,Delayed
ORD2958,2024-03-25,3309,36.41,Wallet,Delhi,Cancelled
ORD2959,2024-01-12,1910,24.25,Wallet,Mumbai,Delivered
ORD2960,2024-03-11,5340,107.08,UPI,Bangalore,Delayed
ORD2961,2024-04-08,5637,157.69,Credit Card,Hyderabad,Delivered
ORD2962,2024-02-09,5009,164.38,Credit Card,Delhi,Delivered
ORD2963,2024-06-04,3169,87.62,UPI,Delhi,Delivered
ORD2964,2024-01-16,3172,274.36,COD,Bangalore,Delivered
ORD2965,2024-03-06,1123,116.8,Wallet,Bangalore,Delivered
ORD2966,2024-04-23,4158,23.21,UPI,Bangalore,Delivered
ORD2967,2024-03-20,1785,97.07,Wallet,Hyderabad,Delivered
ORD2968,2024-06-23,3416,164.02,Credit Card,Bangalore,Delivered
ORD2969,2024-04-07,1796,128.38,UPI,Hyderabad,Delivered
ORD2970,2024-04-06,5172,89.41,COD,Mumbai,Cancelled
ORD2971,2024-03-25,5154,48.08,Wallet,Hyderabad,Delivered
ORD2972,2024-01-22,2936,247.56,Credit Card,Bangalore,Delivered
ORD2973,2024-01-20,3156,298.88,Credit Card,Hyderabad,Delayed
ORD2974,2024-03-17,4807,105.57,COD,Hyderabad,Delivered
ORD2975,2024-02-19,2301,120.67,COD,Hyderabad,Delivered
ORD2976,2024-06-23,5163,189.23,Wallet,Delhi,Delivered
ORD2977,2024-02-17,4140,218.35,Credit Card,Bangalore,Delivered
ORD2978,2024-05-12,4236,123.69,COD,Hyderabad,Delayed
ORD2979,2024-04-10,3352,272.43,UPI,Bangalore,Cancelled
ORD2980,2024-04-05,2932,172.4,COD,Mumbai,Delivered
ORD2981,2024-01-22,3721,140.61,UPI,Hyderabad,Delivered
ORD2982,2024-06-26,1364,197.54,Credit Card,Hyderabad,Delivered
ORD2983,2024-06-05,5916,286.31,Wallet,Mumbai,Delivered
ORD2984,2024-01-16,3390,240.42,Credit Card,Bangalore,Delayed
ORD2985,2024-04-20,1946,21.6,Credit Card,Mumbai,Delivered
ORD2986,2024-02-29,2377,106.37,Credit Card,Mumbai,Delivered
ORD2987,2024-05-11,2439,146.46,Credit Card,Mumbai,Delayed
ORD2988,2024-03-07,4180,101.21,Wallet,Mumbai,Delivered
ORD2989,2024-01-05,5857,213.05,COD,Bangalore,Cancelled
ORD2990,2024-01-04,1340,249.62,Wallet,Hyderabad,Delivered
ORD2991,2024-05-17,3989,222.09,Wallet,Mumbai,Delivered
ORD2992,2024-03-03,1382,296.91,Wallet,Mumbai,Delivered
ORD2993,2024-01-09,2556,89.04,Wallet,Delhi,Delivered
ORD2994,2024-05-06,1299,263.75,COD,Bangalore,Delayed
ORD2995,2024-04-27,1138,232.32,Credit Card,Mumbai,Delivered
ORD2996,2024-04-05,1358,115.03,COD,Delhi,Delayed
ORD2997,2024-03-29,5931,222.9,COD,Mumbai,Delivered
ORD2998,2024-02-16,2522,40.18,Credit Card,Bangalore,Delayed
ORD2999,2024-06-27,4456,238.91,COD,Delhi,Cancelled
ORD3000,2024-05-21,2627,164.38,Wallet,Delhi,Delivered
ORD3001,2024-03-05,2303,94.76,Wallet,Bangalore,Delivered
ORD3002,2024-02-13,2134,200.18,Credit Card,Delhi,Delayed
ORD3003,2024-05-11,3186,196.07,Credit Card,Delhi,Delivered
ORD3004,2024-04-11,4170,70.75,Credit Card,Mumbai,Delayed
ORD3005,2024-06-25,4835,18.82,Wallet,Delhi,Delivered
ORD3006,2024-01-28,3151,135.75,Credit Card,Hyderabad,Delivered
ORD3007,2024-06-28,2237,175.16,COD,Bangalore,Delivered
ORD3008,2024-05-28,4735,264.22,COD,Mumbai,Delayed
ORD3009,2024-03-09,3834,279.18,UPI,Delhi,Delivered
ORD3010,2024-01-23,5260,163.35,UPI,Hyderabad,Delayed
ORD3011,2024-03-30,1998,228.6,Credit Card,Mumbai,Delivered
ORD3012,2024-06-17,3567,137.4,UPI,Bangalore,Delivered
ORD3013,2024-01-16,2307,226.36,Wallet,Delhi,Cancelled
ORD3014,2024-01-06,1656,69.39,Wallet,Bangalore,Delayed
ORD3015,2024-01-27,3660,117.61,COD,Bangalore,Cancelled
ORD3016,2024-05-16,3211,193.93,COD,Delhi,Delivered
ORD3017,2024-05-08,2909,15.27,UPI,Delhi,Delivered
ORD3018,2024-01-22,4730,219.51,UPI,Mumbai,Delivered
ORD3019,2024-06-27,3046,252.31,Wallet,Bangalore,Delivered
ORD3020,2024-02-08,4162,125.75,COD,Delhi,Delivered
ORD3021,2024-06-04,2140,139.9,UPI,Bangalore,Delivered
ORD3022,2024-02-26,1266,256.87,Wallet,Delhi,Delayed
ORD3023,2024-06-26,2845,234.94,COD,Bangalore,Delivered
ORD3024,2024-01-25,2708,93.56,Wallet,Mumbai,Cancelled
ORD3025,2024-04-03,4630,103.95,Wallet,Bangalore,Delivered
ORD3026,2024-02-05,4211,206.87,COD,Delhi,Cancelled
ORD3027,2024-04-16,3293,173.33,Wallet,Hyderabad,Delivered
ORD3028,2024-04-02,4732,57.05,UPI,Mumbai,Delayed
ORD3029,2024-05-28,4829,99.88,Wallet,Mumbai,Delivered
ORD3030,2024-04-05,2510,271.0,UPI,Hyderabad,Delayed
ORD3031,2024-05-10,1475,209.57,Credit Card,Delhi,Delivered
ORD3032,2024-02-03,1976,295.93,Credit Card,Mumbai,Delivered
ORD3033,2024-06-10,2207,232.43,Credit Card,Hyderabad,Delivered
ORD3034,2024-06-23,2960,283.17,Wallet,Hyderabad,Delivered
ORD3035,2024-01-24,1557,72.69,Credit Card,Bangalore,Delayed
ORD3036,2024-02-21,1882,233.73,Credit Card,Bangalore,Delivered
ORD3037,2024-05-20,3194,15.86,Wallet,Delhi,Delivered
ORD3038,2024-01-13,5761,204.52,COD,Hyderabad,Delivered
ORD3039,2024-02-10,3667,146.09,Wallet,Bangalore,Delayed
ORD3040,2024-05-16,5959,110.56,UPI,Delhi,Cancelled
ORD3041,2024-03-07,5677,260.1,Wallet,Mumbai,Delivered
ORD3042,2024-03-21,5790,257.74,COD,Bangalore,Delivered
ORD3043,2024-03-29,2610,16.47,Credit Card,Delhi,Delivered
ORD3044,2024-06-01,4488,186.76,Wallet,Bangalore,Delivered
ORD3045,2024-04-01,3454,116.67,Credit Card,Mumbai,Delivered
ORD3046,2024-06-17,5494,130.54,UPI,Mumbai,Delivered
ORD3047,2024-04-06,2946,251.29,COD,Bangalore,Delivered
ORD3048,2024-02-04,5810,99.85,Credit Card,Mumbai,Delivered
ORD3049,2024-04-26,5799,283.48,Credit Card,Delhi,Delivered
ORD3050,2024-04-02,3808,62.09,Credit Card,Bangalore,Delivered
ORD3051,2024-06-06,4825,202.19,Credit Card,Bangalore,Delivered
ORD3052,2024-01-20,4536,204.91,Wallet,Mumbai,Delivered
ORD3053,2024-03-17,4802,83.14,COD,Delhi,Delivered
ORD3054,2024-03-17,5177,104.18,COD,Bangalore,Delivered
ORD3055,2024-05-05,5699,252.09,Credit Card,Bangalore,Delayed
ORD3056,2024-05-31,2970,230.92,COD,Mumbai,Delivered
ORD3057,2024-06-18,4822,105.44,Credit Card,Mumbai,Delayed
ORD3058,2024-01-17,3819,164.85,UPI,Delhi,Delivered
ORD3059,2024-06-01,1902,27.89,UPI,Delhi,Delivered
ORD3060,2024-02-24,1364,70.54,UPI,Mumbai,Delivered
ORD3061,2024-02-27,5258,150.89,COD,Delhi,Delivered
ORD3062,2024-01-08,4119,34.93,Credit Card,Hyderabad,Delivered
ORD3063,2024-01-25,3558,254.57,Wallet,Hyderabad,Delivered
ORD3064,2024-04-17,2863,218.22,Wallet,Mumbai,Cancelled
ORD3065,2024-01-07,1115,283.65,UPI,Bangalore,Delivered
ORD3066,2024-05-29,3384,211.11,UPI,Mumbai,Delivered
ORD3067,2024-02-02,5976,282.72,COD,Mumbai,Delivered
ORD3068,2024-02-11,4935,170.81,Wallet,Mumbai,Delivered
ORD3069,2024-01-19,5935,184.06,COD,Bangalore,Delivered
ORD3070,2024-06-21,3490,293.32,UPI,Hyderabad,Delivered
ORD3071,2024-06-19,1942,196.22,Credit Card,Delhi,Delayed
ORD3072,2024-04-16,2724,18.93,Credit Card,Hyderabad,Delivered
