ticket_id,order_id,issue_type,created_time,resolved_time,status
TKT781,ORD5910,Refund,2024-06-29,2024-06-29 16:00:00,Closed
TKT782,ORD1308,Late Delivery,2024-05-04,2024-05-04 22:00:00,Closed
TKT783,ORD5327,Refund,2024-02-23,2024-02-24 04:00:00,Closed
TKT784,ORD8137,Damaged Item,2024-06-06,2024-06-06 12:00:00,Closed
TKT785,ORD5871,Wrong Item,2024-01-02,2024-01-04 18:00:00,Closed
TKT786,ORD6661,Late Delivery,2024-06-04,2024-06-07 00:00:00,Closed
TKT787,ORD8840,Wrong Item,2024-05-11,2024-05-12 01:00:00,Closed
TKT788,ORD3366,Damaged Item,2024-06-10,2024-06-12 20:00:00,Closed
TKT789,ORD4404,Wrong Item,2024-02-16,2024-02-16 08:00:00,Closed
TKT790,ORD1312,Wrong Item,2024-05-03,2024-05-05 21:00:00,Closed
TKT791,ORD2901,Wrong Item,2024-04-20,2024-04-20 02:00:00,Closed
TKT792,ORD9088,Damaged Item,2024-06-16,2024-06-17 18:00:00,Closed
TKT793,ORD5625,Refund,2024-01-03,2024-01-04 18:00:00,Closed
TKT794,ORD1280,Damaged Item,2024-01-31,2024-01-31 19:00:00,Closed
TKT795,ORD75,Damaged Item,2024-03-19,2024-03-19 21:00:00,Closed
TKT796,ORD1530,Wrong Item,2024-05-23,2024-05-23 10:00:00,Closed
TKT797,ORD8272,Damaged Item,2024-01-08,2024-01-09 10:00:00,Closed
TKT798,ORD3188,Damaged Item,2024-05-19,2024-05-21 20:00:00,Closed
TKT799,ORD8517,Damaged Item,2024-05-12,2024-05-15 00:00:00,Closed
TKT800,ORD4571,Refund,2024-03-29,2024-03-29 19:00:00,Closed
TKT801,ORD6594,Refund,2024-03-31,2024-03-31 02:00:00,Closed
TKT802,ORD4736,Wrong Item,2024-04-22,2024-04-24 01:00:00,Closed
TKT803,ORD2713,Damaged Item,2024-06-04,2024-06-06 19:00:00,Closed
TKT804,ORD1216,Refund,2024-06-28,2024-06-30 13:00:00,Closed
TKT805,ORD5979,Damaged Item,2024-06-06,2024-06-07 14:00:00,Closed
TKT806,ORD9528,Refund,2024-06-19,2024-06-20 04:00:00,Closed
TKT807,ORD6322,Late Delivery,2024-01-13,2024-01-13 16:00:00,Closed
TKT808,ORD6968,Wrong Item,2024-06-08,2024-06-10 19:00:00,Closed
TKT809,ORD3759,Damaged Item,2024-06-07,2024-06-08 14:00:00,Closed
TKT810,ORD7108,Refund,2024-05-16,2024-05-18 16:00:00,Closed
TKT811,ORD2911,Refund,2024-03-28,2024-03-28 23:00:00,Closed
TKT812,ORD232,Wrong Item,2024-05-14,2024-05-15 12:00:00,Closed
TKT813,ORD7722,Wrong Item,2024-06-18,2024-06-20 23:00:00,Closed
TKT814,ORD6360,Wrong Item,2024-05-11,2024-05-13 04:00:00,Closed
TKT815,ORD8605,Wrong Item,2024-04-26,2024-04-27 21:00:00,Closed
TKT816,ORD449,Damaged Item,2024-02-22,2024-02-24 23:00:00,Closed
TKT817,ORD6866,Damaged Item,2024-06-05,2024-06-06 19:00:00,Closed
TKT818,ORD7436,Refund,2024-02-06,2024-02-06 11:00:00,Closed
TKT819,ORD2793,Damaged Item,2024-05-19,2024-05-20 14:00:00,Closed
TKT820,ORD5094,Damaged Item,2024-04-02,2024-04-02 19:00:00,Closed
TKT821,ORD8653,Damaged Item,2024-02-17,2024-02-18 22:00:00,Closed
TKT822,ORD5478,Wrong Item,2024-02-25,2024-02-26 06:00:00,Closed
TKT823,ORD723,Wrong Item,2024-01-25,2024-01-27 14:00:00,Closed
TKT824,ORD4513,Late Delivery,2024-01-10,2024-01-11 02:00:00,Closed
TKT825,ORD3041,Wrong Item,2024-03-10,2024-03-11 23:00:00,Closed
TKT826,ORD7967,Wrong Item,2024-01-15,2024-01-15 15:00:00,Closed
TKT827,ORD2962,Damaged Item,2024-03-04,2024-03-05 17:00:00,Closed
TKT828,ORD6579,Late Delivery,2024-04-07,2024-04-07 05:00:00,Closed
TKT829,ORD7787,Wrong Item,2024-04-09,2024-04-10 17:00:00,Closed
TKT830,ORD527,Damaged Item,2024-01-08,2024-01-09 06:00:00,Closed
TKT831,ORD7409,Late Delivery,2024-03-07,2024-03-08 23:00:00,Closed
TKT832,ORD400,Wrong Item,2024-05-14,2024-05-14 18:00:00,Closed
TKT833,ORD3930,Refund,2024-01-27,2024-01-27 09:00:00,Closed
TKT834,ORD2109,Refund,2024-03-11,2024-03-13 12:00:00,Closed
TKT835,ORD8440,Late Delivery,2024-06-12,2024-06-13 07:00:00,Closed
TKT836,ORD9368,Refund,2024-05-12,2024-05-12 18:00:00,Closed
TKT837,ORD3421,Late Delivery,2024-06-01,2024-06-03 22:00:00,Closed
TKT838,ORD423,Wrong Item,2024-05-12,2024-05-13 23:00:00,Closed
TKT839,ORD3965,Late Delivery,2024-02-28,2024-02-29 08:00:00,Closed
TKT840,ORD6957,Refund,2024-01-28,2024-01-30 09:00:00,Closed
TKT841,ORD1284,Damaged Item,2024-04-01,2024-04-02 10:00:00,Closed
TKT842,ORD2984,Wrong Item,2024-01-10,2024-01-12 01:00:00,Closed
TKT843,ORD9776,Refund,2024-01-03,2024-01-05 18:00:00,Closed
TKT844,ORD9382,Refund,2024-03-22,2024-03-24 08:00:00,Closed
TKT845,ORD1782,Refund,2024-01-09,2024-01-11 06:00:00,Closed
TKT846,ORD5052,Wrong Item,2024-02-28,2024-02-29 14:00:00,Closed
TKT847,ORD3987,Late Delivery,2024-06-22,2024-06-24 05:00:00,Closed
TKT848,ORD6850,Late Delivery,2024-04-27,2024-04-29 15:00:00,Closed
TKT849,ORD8970,Late Delivery,2024-01-15,2024-01-17 19:00:00,Closed
TKT850,ORD8046,Refund,2024-04-05,2024-04-06 16:00:00,Closed
TKT851,ORD8023,Wrong Item,2024-01-01,2024-01-03 18:00:00,Closed
TKT852,ORD9833,Late Delivery,2024-03-22,2024-03-24 22:00:00,Closed
TKT853,ORD5341,Late Delivery,2024-05-26,2024-05-27 11:00:00,Closed
TKT854,ORD1571,Late Delivery,2024-06-17,2024-06-18 17:00:00,Closed
TKT855,ORD8416,Late Delivery,2024-06-10,2024-06-11 16:00:00,Closed
TKT856,ORD6480,Damaged Item,2024-06-05,2024-06-05 05:00:00,Closed
TKT857,ORD6137,Refund,2024-05-09,2024-05-12 00:00:00,Closed
TKT858,ORD2599,Wrong Item,2024-02-14,2024-02-14 03:00:00,Closed
TKT859,ORD6661,Refund,2024-03-04,2024-03-06 15:00:00,Closed
TKT860,ORD3089,Late Delivery,2024-03-30,2024-03-30 13:00:00,Closed
TKT861,ORD119,Wrong Item,2024-01-30,2024-02-01 07:00:00,Closed
TKT862,ORD3539,Late Delivery,2024-01-01,2024-01-01 19:00:00,Closed
TKT863,ORD8203,Late Delivery,2024-01-29,2024-01-30 09:00:00,Closed
TKT864,ORD4290,Wrong Item,2024-05-08,2024-05-08 15:00:00,Closed
TKT865,ORD8965,Damaged Item,2024-05-16,2024-05-17 12:00:00,Closed
TKT866,ORD6894,Refund,2024-04-23,2024-04-25 03:00:00,Closed
TKT867,ORD2718,Wrong Item,2024-06-24,2024-06-25 13:00:00,Closed
TKT868,ORD8739,Late Delivery,2024-03-19,2024-03-19 03:00:00,Closed
TKT869,ORD6406,Damaged Item,2024-02-06,2024-02-06 07:00:00,Closed
TKT870,ORD2584,Refund,2024-02-20,2024-02-22 17:00:00,Closed
TKT871,ORD3790,Wrong Item,2024-02-11,2024-02-12 20:00:00,Closed
TKT872,ORD5644,Late Delivery,2024-01-09,2024-01-10 19:00:00,Closed
TKT873,ORD1528,Late Delivery,2024-06-20,2024-06-21 00:00:00,Closed
TKT874,ORD2957,Refund,2024-01-09,2024-01-10 00:00:00,Closed
TKT875,ORD9699,Damaged Item,2024-03-28,2024-03-30 04:00:00,Closed
TKT876,ORD18,Late Delivery,2024-06-16,2024-06-18 06:00:00,Closed
TKT877,ORD8253,Refund,2024-05-29,2024-05-30 08:00:00,Closed
TKT878,ORD9844,Refund,2024-05-11,2024-05-11 20:00:00,Closed
TKT879,ORD5835,Damaged Item,2024-03-12,2024-03-12 23:00:00,Closed
TKT880,ORD577,Refund,2024-04-06,2024-04-06 23:00:00,Closed
TKT881,ORD732,Late Delivery,2024-04-15,2024-04-17 03:00:00,Closed
TKT882,ORD7964,Damaged Item,2024-03-24,2024-03-26 06:00:00,Closed
TKT883,ORD4082,Late Delivery,2024-03-01,2024-03-02 08:00:00,Closed
TKT884,ORD556,Wrong Item,2024-03-30,2024-03-30 16:00:00,Closed
TKT885,ORD3000,Damaged Item,2024-04-15,2024-04-16 18:00:00,Closed
TKT886,ORD9209,Wrong Item,2024-06-14,2024-06-16 05:00:00,Closed
TKT887,ORD8559,Damaged Item,2024-06-08,2024-06-08 21:00:00,Closed
TKT888,ORD5774,Late Delivery,2024-03-29,2024-03-29 15:00:00,Closed
TKT889,ORD1857,Late Delivery,2024-04-29,2024-04-30 12:00:00,Closed
TKT890,ORD8141,Wrong Item,2024-05-14,2024-05-14 23:00:00,Closed
TKT891,ORD3092,Refund,2024-04-08,2024-04-08 07:00:00,Closed
TKT892,ORD2224,Refund,2024-02-19,2024-02-19 12:00:00,Closed
TKT893,ORD6055,Wrong Item,2024-04-21,2024-04-22 02:00:00,Closed
TKT894,ORD6320,Wrong Item,2024-05-12,2024-05-13 22:00:00,Closed
TKT895,ORD5314,Wrong Item,2024-04-16,2024-04-18 03:00:00,Closed
TKT896,ORD3211,Late Delivery,2024-06-26,2024-06-28 03:00:00,Closed
TKT897,ORD9447,Late Delivery,2024-05-10,2024-05-12 15:00:00,Closed
TKT898,ORD746,Refund,2024-05-07,2024-05-08 16:00:00,Closed
TKT899,ORD3118,Wrong Item,2024-06-13,2024-06-14 10:00:00,Closed
TKT900,ORD1604,Refund,2024-02-04,2024-02-04 11:00:00,Closed
TKT901,ORD1997,Late Delivery,2024-04-13,2024-04-13 10:00:00,Closed
TKT902,ORD9609,Refund,2024-06-12,2024-06-14 17:00:00,Closed
TKT903,ORD7296,Wrong Item,2024-02-24,2024-02-25 12:00:00,Closed
TKT904,ORD4281,Damaged Item,2024-01-28,2024-01-29 01:00:00,Closed
TKT905,ORD3045,Wrong Item,2024-05-18,2024-05-19 12:00:00,Closed
TKT906,ORD7297,Wrong Item,2024-02-20,2024-02-20 19:00:00,Closed
TKT907,ORD5133,Late Delivery,2024-06-16,2024-06-18 22:00:00,Closed
TKT908,ORD5063,Late Delivery,2024-06-11,2024-06-13 01:00:00,Closed
TKT909,ORD6337,Refund,2024-05-01,2024-05-01 13:00:00,Closed
TKT910,ORD9019,Late Delivery,2024-01-25,2024-01-26 04:00:00,Closed
TKT911,ORD9436,Late Delivery,2024-01-21,2024-01-23 20:00:00,Closed
TKT912,ORD9059,Damaged Item,2024-03-07,2024-03-09 17:00:00,Closed
TKT913,ORD7884,Refund,2024-01-14,2024-01-15 22:00:00,Closed
TKT914,ORD1471,Late Delivery,2024-04-15,2024-04-16 17:00:00,Closed
TKT915,ORD231,Damaged Item,2024-03-23,2024-03-23 02:00:00,Closed
TKT916,ORD1344,Refund,2024-06-04,2024-06-06 17:00:00,Closed
TKT917,ORD6720,Damaged Item,2024-06-11,2024-06-11 18:00:00,Closed
TKT918,ORD8109,Damaged Item,2024-03-15,2024-03-16 22:00:00,Closed
TKT919,ORD9373,Damaged Item,2024-03-05,2024-03-07 05:00:00,Closed
TKT920,ORD326,Late Delivery,2024-01-23,2024-01-24 20:00:00,Closed
TKT921,ORD1603,Wrong Item,2024-01-17,2024-01-19 14:00:00,Closed
TKT922,ORD6202,Damaged Item,2024-06-10,2024-06-11 21:00:00,Closed
TKT923,ORD983,Wrong Item,2024-03-19,2024-03-20 03:00:00,Closed
TKT924,ORD8485,Late Delivery,2024-01-22,2024-01-24 06:00:00,Closed
TKT925,ORD913,Refund,2024-05-09,2024-05-09 18:00:00,Closed
TKT926,ORD9450,Wrong Item,2024-01-03,2024-01-05 18:00:00,Closed
TKT927,ORD1461,Damaged Item,2024-03-21,2024-03-24 00:00:00,Closed
TKT928,ORD82,Late Delivery,2024-06-13,2024-06-15 05:00:00,Closed
TKT929,ORD3899,Late Delivery,2024-01-11,2024-01-11 15:00:00,Closed
TKT930,ORD6434,Late Delivery,2024-03-02,2024-03-03 14:00:00,Closed
TKT931,ORD1520,Wrong Item,2024-03-31,2024-04-02 08:00:00,Closed
TKT932,ORD955,Refund,2024-01-08,2024-01-09 17:00:00,Closed
TKT933,ORD8959,Damaged Item,2024-06-12,2024-06-14 08:00:00,Closed
TKT934,ORD2104,Late Delivery,2024-05-22,2024-05-23 12:00:00,Closed
TKT935,ORD828,Refund,2024-04-16,2024-04-16 23:00:00,Closed
TKT936,ORD6973,Late Delivery,2024-03-20,2024-03-22 00:00:00,Closed
TKT937,ORD1696,Wrong Item,2024-05-02,2024-05-02 11:00:00,Closed
TKT938,ORD422,Late Delivery,2024-03-29,2024-03-31 12:00:00,Closed
TKT939,ORD44,Late Delivery,2024-05-23,2024-05-25 04:00:00,Closed
TKT940,ORD3714,Wrong Item,2024-06-27,2024-06-29 13:00:00,Closed
TKT941,ORD2342,Late Delivery,2024-04-27,2024-04-28 06:00:00,Closed
TKT942,ORD4880,Damaged Item,2024-05-25,2024-05-25 15:00:00,Closed
TKT943,ORD1088,Refund,2024-01-19,2024-01-21 13:00:00,Closed
TKT944,ORD2773,Refund,2024-04-29,2024-04-30 00:00:00,Closed
TKT945,ORD1446,Late Delivery,2024-01-05,2024-01-05 19:00:00,Closed
TKT946,ORD8809,Wrong Item,2024-03-30,2024-03-31 21:00:00,Closed
TKT947,ORD1774,Refund,2024-03-06,2024-03-06 12:00:00,Closed
TKT948,ORD9554,Refund,2024-05-27,2024-05-29 07:00:00,Closed
TKT949,ORD3802,Wrong Item,2024-06-08,2024-06-10 23:00:00,Closed
TKT950,ORD5848,Refund,2024-05-26,2024-05-26 20:00:00,Closed
TKT951,ORD581,Late Delivery,2024-05-30,2024-05-31 12:00:00,Closed
TKT952,ORD1082,Refund,2024-05-12,2024-05-13 17:00:00,Closed
TKT953,ORD7303,Refund,2024-02-16,2024-02-17 01:00:00,Closed
TKT954,ORD9909,Damaged Item,2024-04-01,2024-04-01 12:00:00,Closed
TKT955,ORD443,Late Delivery,2024-02-28,2024-02-28 16:00:00,Closed
TKT956,ORD3199,Refund,2024-03-18,2024-03-20 19:00:00,Closed
TKT957,ORD4351,Refund,2024-03-02,2024-03-03 10:00:00,Closed
TKT958,ORD7739,Damaged Item,2024-04-20,2024-04-21 00:00:00,Closed
TKT959,ORD3621,Refund,2024-01-17,2024-01-17 10:00:00,Closed
TKT960,ORD1981,Damaged Item,2024-02-17,2024-02-19 17:00:00,Closed
TKT961,ORD5426,Wrong Item,2024-01-28,2024-01-29 17:00:00,Closed
TKT962,ORD1179,Refund,2024-04-03,2024-04-04 10:00:00,Closed
TKT963,ORD4864,Damaged Item,2024-01-18,2024-01-20 21:00:00,Closed
TKT964,ORD303,Refund,2024-01-04,2024-01-05 04:00:00,Closed
TKT965,ORD5614,Damaged Item,2024-02-27,2024-02-29 07:00:00,Closed
TKT966,ORD8006,Refund,2024-02-15,2024-02-16 02:00:00,Closed
TKT967,ORD8309,Damaged Item,2024-05-04,2024-05-05 02:00:00,Closed
TKT968,ORD4544,Damaged Item,2024-01-07,2024-01-07 13:00:00,Closed
TKT969,ORD6630,Refund,2024-04-17,2024-04-18 12:00:00,Closed
TKT970,ORD9022,Refund,2024-01-11,2024-01-11 17:00:00,Closed
TKT971,ORD6649,Wrong Item,2024-04-22,2024-04-22 18:00:00,Closed
TKT972,ORD1539,Wrong Item,2024-03-14,2024-03-14 12:00:00,Closed
TKT973,ORD465,Refund,2024-06-06,2024-06-08 01:00:00,Closed
TKT974,ORD6227,Late Delivery,2024-04-24,2024-04-24 05:00:00,Closed
TKT975,ORD78,Refund,2024-06-15,2024-06-15 22:00:00,Closed
TKT976,ORD8055,Damaged Item,2024-06-08,2024-06-08 14:00:00,Closed
TKT977,ORD7838,Refund,2024-02-05,2024-02-05 22:00:00,Closed
TKT978,ORD3863,Wrong Item,2024-03-20,2024-03-20 16:00:00,Closed
TKT979,ORD9996,Damaged Item,2024-04-21,2024-04-21 15:00:00,Closed
TKT980,ORD387,Late Delivery,2024-01-29,2024-01-29 17:00:00,Closed
TKT981,ORD5814,Late Delivery,2024-06-13,2024-06-15 09:00:00,Closed
TKT982,ORD5960,Wrong Item,2024-02-14,2024-02-15 20:00:00,Closed
TKT983,ORD2636,Damaged Item,2024-05-06,2024-05-07 02:00:00,Closed
TKT984,ORD6336,Refund,2024-01-31,2024-02-01 07:00:00,Closed
TKT985,ORD7206,Damaged Item,2024-06-02,2024-06-03 20:00:00,Closed
TKT986,ORD8816,Wrong Item,2024-01-13,2024-01-15 13:00:00,Closed
TKT987,ORD9329,Damaged Item,2024-03-08,2024-03-09 22:00:00,Closed
TKT988,ORD5375,Damaged Item,2024-01-12,2024-01-14 07:00:00,Closed
TKT989,ORD7423,Refund,2024-02-17,2024-02-19 18:00:00,Closed
TKT990,ORD8794,Damaged Item,2024-01-03,2024-01-03 09:00:00,Closed
TKT991,ORD9029,Refund,2024-01-03,2024-01-04 21:00:00,Closed
TKT992,ORD8087,Damaged Item,2024-03-13,2024-03-15 05:00:00,Closed
TKT993,ORD3209,Wrong Item,2024-06-08,2024-06-09 00:00:00,Closed
TKT994,ORD6983,Refund,2024-05-11,2024-05-12 18:00:00,Closed
TKT995,ORD2825,Wrong Item,2024-03-06,2024-03-08 00:00:00,Closed
TKT996,ORD8082,Damaged Item,2024-01-01,2024-01-03 06:00:00,Closed
TKT997,ORD3744,Refund,2024-03-02,2024-03-02 22:00:00,Closed
TKT998,ORD1415,Damaged Item,2024-01-18,2024-01-19 06:00:00,Closed
TKT999,ORD5114,Late Delivery,2024-04-07,2024-04-08 18:00:00,Closed
TKT1000,ORD2700,Wrong Item,2024-05-06,2024-05-07 04:00:00,Closed
TKT1001,ORD2824,Refund,2024-05-15,2024-05-16 01:00:00,Closed
TKT1002,ORD953,Wrong Item,2024-03-12,2024-03-14 04:00:00,Closed
TKT1003,ORD4986,Wrong Item,2024-02-04,2024-02-06 23:00:00,Closed
TKT1004,ORD5119,Damaged Item,2024-01-13,2024-01-15 00:00:00,Closed
TKT1005,ORD7325,Late Delivery,2024-04-13,2024-04-14 06:00:00,Closed
TKT1006,ORD3501,Wrong Item,2024-02-08,2024-02-08 13:00:00,Closed
TKT1007,ORD3348,Wrong Item,2024-04-18,2024-04-20 17:00:00,Closed
TKT1008,ORD1678,Late Delivery,2024-02-10,2024-02-11 02:00:00,Closed
TKT1009,ORD9185,Damaged Item,2024-02-06,2024-02-07 15:00:00,Closed
TKT1010,ORD406,Damaged Item,2024-03-15,2024-03-17 01:00:00,Closed
TKT1011,ORD3031,Refund,2024-02-25,2024-02-26 18:00:00,Closed
TKT1012,ORD6462,Wrong Item,2024-02-25,2024-02-26 01:00:00,Closed
TKT1013,ORD7703,Damaged Item,2024-04-13,2024-04-13 16:00:00,Closed
TKT1014,ORD2878,Late Delivery,2024-02-27,2024-02-28 05:00:00,Closed
TKT1015,ORD1255,Damaged Item,2024-03-09,2024-03-11 01:00:00,Closed
TKT1016,ORD891,Damaged Item,2024-05-22,2024-05-23 23:00:00,Closed
TKT1017,ORD8885,Wrong Item,2024-04-28,2024-04-28 21:00:00,Closed
TKT1018,ORD4125,Refund,2024-06-19,2024-06-21 08:00:00,Closed
TKT1019,ORD4915,Wrong Item,2024-06-28,2024-06-30 21:00:00,Closed
TKT1020,ORD6975,Wrong Item,2024-01-07,2024-01-09 15:00:00,Closed
TKT1021,ORD5029,Refund,2024-06-03,2024-06-05 05:00:00,Closed
TKT1022,ORD9945,Refund,2024-05-14,2024-05-16 18:00:00,Closed
TKT1023,ORD9250,Damaged Item,2024-03-01,2024-03-03 09:00:00,Closed
TKT1024,ORD3099,Late Delivery,2024-02-22,2024-02-23 08:00:00,Closed
TKT1025,ORD9004,Wrong Item,2024-06-29,2024-06-30 19:00:00,Closed
TKT1026,ORD2339,Wrong Item,2024-02-05,2024-02-05 16:00:00,Closed
TKT1027,ORD6818,Refund,2024-02-11,2024-02-11 04:00:00,Closed
TKT1028,ORD1752,Damaged Item,2024-03-01,2024-03-02 04:00:00,Closed
TKT1029,ORD5240,Late Delivery,2024-01-18,2024-01-20 00:00:00,Closed
TKT1030,ORD916,Damaged Item,2024-02-04,2024-02-06 02:00:00,Closed
TKT1031,ORD501,Damaged Item,2024-05-30,2024-06-01 07:00:00,Closed
TKT1032,ORD7742,Late Delivery,2024-04-07,2024-04-08 09:00:00,Closed
TKT1033,ORD6100,Refund,2024-04-29,2024-04-29 19:00:00,Closed
TKT1034,ORD3433,Refund,2024-03-23,2024-03-24 02:00:00,Closed
TKT1035,ORD8181,Damaged Item,2024-01-30,2024-02-01 05:00:00,Closed
TKT1036,ORD4882,Wrong Item,2024-05-25,2024-05-25 12:00:00,Closed
TKT1037,ORD8638,Late Delivery,2024-01-05,2024-01-05 02:00:00,Closed
TKT1038,ORD5056,Damaged Item,2024-02-25,2024-02-27 17:00:00,Closed
TKT1039,ORD6367,Damaged Item,2024-04-04,2024-04-06 07:00:00,Closed
TKT1040,ORD8326,Damaged Item,2024-04-05,2024-04-05 07:00:00,Closed
TKT1041,ORD2484,Late Delivery,2024-06-19,2024-06-20 10:00:00,Closed
TKT1042,ORD4872,Wrong Item,2024-01-02,2024-01-03 04:00:00,Closed
TKT1043,ORD2698,Late Delivery,2024-03-23,2024-03-25 07:00:00,Closed
TKT1044,ORD1583,Damaged Item,2024-02-24,2024-02-26 17:00:00,Closed
TKT1045,ORD4229,Wrong Item,2024-05-29,2024-05-30 23:00:00,Closed
TKT1046,ORD7323,Wrong Item,2024-04-12,2024-04-12 05:00:00,Closed
TKT1047,ORD195,Wrong Item,2024-05-25,2024-05-27 01:00:00,Closed
TKT1048,ORD4955,Late Delivery,2024-01-25,2024-01-25 23:00:00,Closed
TKT1049,ORD803,Wrong Item,2024-01-14,2024-01-15 18:00:00,Closed
TKT1050,ORD1901,Late Delivery,2024-01-02,2024-01-04 08:00:00,Closed
TKT1051,ORD6367,Wrong Item,2024-01-02,2024-01-04 14:00:00,Closed
TKT1052,ORD5038,Late Delivery,2024-04-06,2024-04-08 02:00:00,Closed
TKT1053,ORD7895,Wrong Item,2024-02-18,2024-02-20 12:00:00,Closed
TKT1054,ORD7299,Wrong Item,2024-05-21,2024-05-23 15:00:00,Closed
TKT1055,ORD6290,Wrong Item,2024-05-23,2024-05-25 01:00:00,Closed
TKT1056,ORD1246,Late Delivery,2024-01-06,2024-01-08 03:00:00,Closed
TKT1057,ORD6781,Damaged Item,2024-02-08,2024-02-09 23:00:00,Closed
TKT1058,ORD9023,Wrong Item,2024-02-28,2024-03-01 17:00:00,Closed
TKT1059,ORD8493,Damaged Item,2024-04-12,2024-04-14 12:00:00,Closed
TKT1060,ORD8069,Wrong Item,2024-03-20,2024-03-21 09:00:00,Closed
TKT1061,ORD738,Damaged Item,2024-05-31,2024-06-01 18:00:00,Closed
TKT1062,ORD6283,Late Delivery,2024-04-20,2024-04-21 06:00:00,Closed
TKT1063,ORD1300,Late Delivery,2024-01-13,2024-01-13 23:00:00,Closed
TKT1064,ORD844,Wrong Item,2024-02-07,2024-02-08 15:00:00,Closed
TKT1065,ORD6989,Refund,2024-04-06,2024-04-06 19:00:00,Closed
TKT1066,ORD2629,Late Delivery,2024-01-10,2024-01-11 16:00:00,Closed
TKT1067,ORD8032,Wrong Item,2024-04-30,2024-04-30 16:00:00,Closed
TKT1068,ORD7232,Refund,2024-06-20,2024-06-20 23:00:00,Closed
TKT1069,ORD5906,Late Delivery,2024-02-08,2024-02-09 23:00:00,Closed
TKT1070,ORD908,Wrong Item,2024-03-23,2024-03-23 04:00:00,Closed
TKT1071,ORD3854,Late Delivery,2024-03-30,2024-03-30 21:00:00,Closed
TKT1072,ORD7942,Refund,2024-01-04,2024-01-05 21:00:00,Closed
TKT1073,ORD8855,Wrong Item,2024-05-24,2024-05-25 13:00:00,Closed
TKT1074,ORD1834,Damaged Item,2024-01-16,2024-01-17 09:00:00,Closed
TKT1075,ORD2304,Refund,2024-05-11,2024-05-11 18:00:00,Closed
TKT1076,ORD9512,Wrong Item,2024-01-01,2024-01-02 07:00:00,Closed
TKT1077,ORD1348,Damaged Item,2024-04-09,2024-04-11 15:00:00,Closed
TKT1078,ORD4105,Late Delivery,2024-02-22,2024-02-23 09:00:00,Closed
TKT1079,ORD6756,Wrong Item,2024-05-10,2024-05-11 16:00:00,Closed
TKT1080,ORD6871,Refund,2024-01-13,2024-01-13 04:00:00,Closed
TKT1081,ORD1503,Wrong Item,2024-04-19,2024-04-20 17:00:00,Closed
TKT1082,ORD241,Damaged Item,2024-01-01,2024-01-02 03:00:00,Closed
TKT1083,ORD9501,Damaged Item,2024-06-01,2024-06-02 22:00:00,Closed
TKT1084,ORD5789,Refund,2024-04-20,2024-04-21 08:00:00,Closed
TKT1085,ORD1912,Late Delivery,2024-05-31,2024-06-02 21:00:00,Closed
TKT1086,ORD5036,Damaged Item,2024-05-31,2024-06-01 01:00:00,Closed
TKT1087,ORD4633,Refund,2024-01-15,2024-01-17 03:00:00,Closed
TKT1088,ORD8377,Late Delivery,2024-03-13,2024-03-13 04:00:00,Closed
TKT1089,ORD4110,Refund,2024-06-07,2024-06-08 12:00:00,Closed
TKT1090,ORD7401,Wrong Item,2024-01-16,2024-01-16 21:00:00,Closed
TKT1091,ORD2315,Damaged Item,2024-01-20,2024-01-22 17:00:00,Closed
TKT1092,ORD3179,Refund,2024-01-26,2024-01-27 21:00:00,Closed
TKT1093,ORD7344,Refund,2024-05-27,2024-05-27 06:00:00,Closed
TKT1094,ORD9531,Wrong Item,2024-01-13,2024-01-13 02:00:00,Closed
TKT1095,ORD9831,Late Delivery,2024-03-29,2024-03-31 09:00:00,Closed
TKT1096,ORD6896,Refund,2024-04-17,2024-04-17 12:00:00,Closed
TKT1097,ORD9824,Wrong Item,2024-04-29,2024-04-29 12:00:00,Closed
TKT1098,ORD4118,Wrong Item,2024-05-27,2024-05-27 04:00:00,Closed
TKT1099,ORD293,Damaged Item,2024-03-19,2024-03-19 23:00:00,Closed
TKT1100,ORD3000,Refund,2024-01-28,2024-01-29 03:00:00,Closed
TKT1101,ORD1251,Refund,2024-02-24,2024-02-25 12:00:00,Closed
TKT1102,ORD878,Damaged Item,2024-02-05,2024-02-07 19:00:00,Closed
TKT1103,ORD2619,Late Delivery,2024-06-01,2024-06-03 11:00:00,Closed
TKT1104,ORD9750,Wrong Item,2024-06-24,2024-06-24 13:00:00,Closed
TKT1105,ORD4940,Refund,2024-05-08,2024-05-08 18:00:00,Closed
TKT1106,ORD7550,Wrong Item,2024-05-07,2024-05-07 18:00:00,Closed
TKT1107,ORD3557,Late Delivery,2024-04-09,2024-04-11 20:00:00,Closed
TKT1108,ORD9127,Late Delivery,2024-05-06,2024-05-06 20:00:00,Closed
TKT1109,ORD4714,Damaged Item,2024-02-13,2024-02-13 13:00:00,Closed
TKT1110,ORD6059,Late Delivery,2024-05-15,2024-05-18 00:00:00,Closed
TKT1111,ORD2782,Damaged Item,2024-01-10,2024-01-12 09:00:00,Closed
TKT1112,ORD4170,Damaged Item,2024-05-28,2024-05-28 11:00:00,Closed
TKT1113,ORD3369,Damaged Item,2024-05-30,2024-06-01 07:00:00,Closed
TKT1114,ORD7006,Refund,2024-05-28,2024-05-30 03:00:00,Closed
TKT1115,ORD5584,Late Delivery,2024-03-07,2024-03-08 23:00:00,Closed
TKT1116,ORD8948,Late Delivery,2024-03-18,2024-03-20 06:00:00,Closed
