order_id,pick_time,pack_time,ship_time,delivery_time,carrier
ORD2589,2024-05-23 03:00:00,2024-05-23 04:00:00,2024-05-23 06:00:00,2024-05-29 06:00:00,BlueDart
ORD2590,2024-01-12 02:00:00,2024-01-12 05:00:00,2024-01-12 11:00:00,2024-01-15 11:00:00,Ecom Express
ORD2591,2024-02-08 05:00:00,2024-02-08 08:00:00,2024-02-08 14:00:00,2024-02-10 14:00:00,Ecom Express
ORD2592,2024-05-13 06:00:00,2024-05-13 09:00:00,2024-05-13 18:00:00,2024-05-14 18:00:00,BlueDart
ORD2593,2024-04-06 03:00:00,2024-04-06 04:00:00,2024-04-06 08:00:00,2024-04-13 08:00:00,BlueDart
ORD2594,2024-01-28 05:00:00,2024-01-28 07:00:00,2024-01-28 14:00:00,2024-01-29 14:00:00,Delhivery
ORD2595,2024-03-01 04:00:00,2024-03-01 05:00:00,2024-03-01 12:00:00,2024-03-06 12:00:00,BlueDart
ORD2596,2024-03-19 03:00:00,2024-03-19 04:00:00,2024-03-19 06:00:00,2024-03-21 06:00:00,BlueDart
ORD2597,2024-02-24 02:00:00,2024-02-24 05:00:00,2024-02-24 13:00:00,2024-02-26 13:00:00,BlueDart
ORD2598,2024-02-02 05:00:00,2024-02-02 09:00:00,2024-02-02 12:00:00,2024-02-06 12:00:00,Delhivery
ORD2599,2024-03-16 01:00:00,2024-03-16 02:00:00,2024-03-16 11:00:00,2024-03-18 11:00:00,Ecom Express
ORD2600,2024-06-05 03:00:00,2024-06-05 06:00:00,2024-06-05 15:00:00,2024-06-08 15:00:00,Ecom Express
ORD2601,2024-05-19 03:00:00,2024-05-19 05:00:00,2024-05-19 14:00:00,2024-05-21 14:00:00,Delhivery
ORD2602,2024-03-03 02:00:00,2024-03-03 05:00:00,2024-03-03 12:00:00,2024-03-05 12:00:00,Ecom Express
ORD2603,2024-04-29 02:00:00,2024-04-29 03:00:00,2024-04-29 11:00:00,2024-05-02 11:00:00,Delhivery
ORD2604,2024-02-26 05:00:00,2024-02-26 08:00:00,2024-02-26 13:00:00,2024-02-29 13:00:00,Ecom Express
ORD2605,2024-06-16 05:00:00,2024-06-16 07:00:00,2024-06-16 10:00:00,2024-06-18 10:00:00,Delhivery
ORD2606,2024-05-16 01:00:00,2024-05-16 04:00:00,2024-05-16 08:00:00,2024-05-19 08:00:00,Delhivery
ORD2607,2024-03-29 02:00:00,2024-03-29 04:00:00,2024-03-29 07:00:00,2024-03-30 07:00:00,Delhivery
ORD2608,2024-05-08 04:00:00,2024-05-08 05:00:00,2024-05-08 11:00:00,2024-05-12 11:00:00,Delhivery
ORD2609,2024-03-30 04:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-04-01 12:00:00,BlueDart
ORD2610,2024-01-20 02:00:00,2024-01-20 06:00:00,2024-01-20 15:00:00,2024-01-23 15:00:00,Delhivery
ORD2611,2024-04-12 04:00:00,2024-04-12 07:00:00,2024-04-12 12:00:00,2024-04-13 12:00:00,BlueDart
ORD2612,2024-03-31 02:00:00,2024-03-31 05:00:00,2024-03-31 13:00:00,2024-04-06 13:00:00,BlueDart
ORD2613,2024-01-03 02:00:00,2024-01-03 04:00:00,2024-01-03 08:00:00,2024-01-06 08:00:00,Ecom Express
ORD2614,2024-01-30 06:00:00,2024-01-30 09:00:00,2024-01-30 18:00:00,2024-02-01 18:00:00,Delhivery
ORD2615,2024-06-15 02:00:00,2024-06-15 06:00:00,2024-06-15 09:00:00,2024-06-16 09:00:00,Ecom Express
ORD2616,2024-02-23 02:00:00,2024-02-23 03:00:00,2024-02-23 12:00:00,2024-02-28 12:00:00,BlueDart
ORD2617,2024-05-17 04:00:00,2024-05-17 06:00:00,2024-05-17 08:00:00,2024-05-23 08:00:00,Ecom Express
ORD2618,2024-02-19 03:00:00,2024-02-19 04:00:00,2024-02-19 06:00:00,2024-02-20 06:00:00,Ecom Express
ORD2619,2024-01-31 02:00:00,2024-01-31 06:00:00,2024-01-31 13:00:00,2024-02-01 13:00:00,Ecom Express
ORD2620,2024-06-17 04:00:00,2024-06-17 07:00:00,2024-06-17 10:00:00,2024-06-19 10:00:00,Delhivery
ORD2621,2024-03-12 01:00:00,2024-03-12 04:00:00,2024-03-12 11:00:00,2024-03-13 11:00:00,Delhivery
ORD2622,2024-02-02 02:00:00,2024-02-02 05:00:00,2024-02-02 10:00:00,2024-02-05 10:00:00,BlueDart
ORD2623,2024-01-03 05:00:00,2024-01-03 09:00:00,2024-01-03 19:00:00,2024-01-06 19:00:00,Delhivery
ORD2624,2024-05-16 03:00:00,2024-05-16 04:00:00,2024-05-16 06:00:00,2024-05-19 06:00:00,Delhivery
ORD2625,2024-06-13 06:00:00,2024-06-13 09:00:00,2024-06-13 11:00:00,2024-06-14 11:00:00,Delhivery
ORD2626,2024-03-22 06:00:00,2024-03-22 08:00:00,2024-03-22 11:00:00,2024-03-23 11:00:00,Ecom Express
ORD2627,2024-03-23 04:00:00,2024-03-23 08:00:00,2024-03-23 12:00:00,2024-03-30 12:00:00,BlueDart
ORD2628,2024-04-29 01:00:00,2024-04-29 02:00:00,2024-04-29 11:00:00,2024-04-30 11:00:00,BlueDart
ORD2629,2024-03-06 03:00:00,2024-03-06 07:00:00,2024-03-06 17:00:00,2024-03-08 17:00:00,BlueDart
ORD2630,2024-03-10 01:00:00,2024-03-10 03:00:00,2024-03-10 07:00:00,2024-03-11 07:00:00,BlueDart
ORD2631,2024-04-19 01:00:00,2024-04-19 03:00:00,2024-04-19 08:00:00,2024-04-20 08:00:00,BlueDart
ORD2632,2024-04-16 05:00:00,2024-04-16 06:00:00,2024-04-16 14:00:00,2024-04-18 14:00:00,Ecom Express
ORD2633,2024-02-28 02:00:00,2024-02-28 03:00:00,2024-02-28 11:00:00,2024-02-29 11:00:00,Delhivery
ORD2634,2024-03-05 03:00:00,2024-03-05 05:00:00,2024-03-05 14:00:00,2024-03-10 14:00:00,BlueDart
ORD2635,2024-03-22 06:00:00,2024-03-22 09:00:00,2024-03-22 11:00:00,2024-03-25 11:00:00,Delhivery
ORD2636,2024-05-04 04:00:00,2024-05-04 08:00:00,2024-05-04 14:00:00,2024-05-05 14:00:00,Ecom Express
ORD2637,2024-03-26 03:00:00,2024-03-26 04:00:00,2024-03-26 12:00:00,2024-03-28 12:00:00,Ecom Express
ORD2638,2024-04-16 06:00:00,2024-04-16 09:00:00,2024-04-16 13:00:00,2024-04-22 13:00:00,Ecom Express
ORD2639,2024-01-07 02:00:00,2024-01-07 04:00:00,2024-01-07 07:00:00,2024-01-10 07:00:00,Delhivery
ORD2640,2024-04-06 02:00:00,2024-04-06 05:00:00,2024-04-06 14:00:00,2024-04-09 14:00:00,Ecom Express
ORD2641,2024-05-26 02:00:00,2024-05-26 04:00:00,2024-05-26 11:00:00,2024-06-01 11:00:00,BlueDart
ORD2642,2024-05-23 01:00:00,2024-05-23 04:00:00,2024-05-23 06:00:00,2024-05-26 06:00:00,BlueDart
ORD2643,2024-06-25 01:00:00,2024-06-25 03:00:00,2024-06-25 08:00:00,2024-06-27 08:00:00,Ecom Express
ORD2644,2024-01-21 06:00:00,2024-01-21 08:00:00,2024-01-21 18:00:00,2024-01-22 18:00:00,BlueDart
ORD2645,2024-06-18 03:00:00,2024-06-18 05:00:00,2024-06-18 08:00:00,2024-06-19 08:00:00,Ecom Express
ORD2646,2024-01-23 02:00:00,2024-01-23 05:00:00,2024-01-23 13:00:00,2024-01-24 13:00:00,BlueDart
ORD2647,2024-06-25 02:00:00,2024-06-25 06:00:00,2024-06-25 08:00:00,2024-06-27 08:00:00,BlueDart
ORD2648,2024-01-20 02:00:00,2024-01-20 05:00:00,2024-01-20 13:00:00,2024-01-26 13:00:00,Ecom Express
ORD2649,2024-06-18 02:00:00,2024-06-18 03:00:00,2024-06-18 09:00:00,2024-06-25 09:00:00,Delhivery
ORD2650,2024-01-02 06:00:00,2024-01-02 07:00:00,2024-01-02 16:00:00,2024-01-04 16:00:00,Delhivery
ORD2651,2024-01-03 01:00:00,2024-01-03 02:00:00,2024-01-03 07:00:00,2024-01-04 07:00:00,BlueDart
ORD2652,2024-05-12 03:00:00,2024-05-12 04:00:00,2024-05-12 07:00:00,2024-05-14 07:00:00,Ecom Express
ORD2653,2024-06-18 06:00:00,2024-06-18 09:00:00,2024-06-18 19:00:00,2024-06-21 19:00:00,Delhivery
ORD2654,2024-06-12 05:00:00,2024-06-12 07:00:00,2024-06-12 13:00:00,2024-06-15 13:00:00,Delhivery
ORD2655,2024-03-18 06:00:00,2024-03-18 07:00:00,2024-03-18 16:00:00,2024-03-23 16:00:00,Delhivery
ORD2656,2024-02-13 05:00:00,2024-02-13 07:00:00,2024-02-13 15:00:00,2024-02-15 15:00:00,Delhivery
ORD2657,2024-02-20 01:00:00,2024-02-20 03:00:00,2024-02-20 05:00:00,2024-02-25 05:00:00,Delhivery
ORD2658,2024-06-22 04:00:00,2024-06-22 07:00:00,2024-06-22 10:00:00,2024-06-27 10:00:00,BlueDart
ORD2659,2024-02-25 01:00:00,2024-02-25 02:00:00,2024-02-25 05:00:00,2024-02-28 05:00:00,BlueDart
ORD2660,2024-05-27 05:00:00,2024-05-27 07:00:00,2024-05-27 14:00:00,2024-05-29 14:00:00,Ecom Express
ORD2661,2024-05-23 04:00:00,2024-05-23 06:00:00,2024-05-23 13:00:00,2024-05-25 13:00:00,Ecom Express
ORD2662,2024-03-24 03:00:00,2024-03-24 07:00:00,2024-03-24 11:00:00,2024-03-26 11:00:00,Delhivery
ORD2663,2024-02-27 02:00:00,2024-02-27 05:00:00,2024-02-27 11:00:00,2024-02-29 11:00:00,BlueDart
ORD2664,2024-06-06 06:00:00,2024-06-06 09:00:00,2024-06-06 16:00:00,2024-06-08 16:00:00,Delhivery
ORD2665,2024-04-19 03:00:00,2024-04-19 06:00:00,2024-04-19 11:00:00,2024-04-22 11:00:00,Ecom Express
ORD2666,2024-03-24 05:00:00,2024-03-24 06:00:00,2024-03-24 12:00:00,2024-03-25 12:00:00,BlueDart
ORD2667,2024-06-19 01:00:00,2024-06-19 05:00:00,2024-06-19 15:00:00,2024-06-22 15:00:00,Ecom Express
ORD2668,2024-05-29 04:00:00,2024-05-29 07:00:00,2024-05-29 12:00:00,2024-05-30 12:00:00,Delhivery
ORD2669,2024-02-14 01:00:00,2024-02-14 03:00:00,2024-02-14 07:00:00,2024-02-16 07:00:00,Ecom Express
ORD2670,2024-03-01 05:00:00,2024-03-01 07:00:00,2024-03-01 10:00:00,2024-03-03 10:00:00,Delhivery
ORD2671,2024-04-30 06:00:00,2024-04-30 10:00:00,2024-04-30 16:00:00,2024-05-07 16:00:00,Delhivery
ORD2672,2024-02-04 03:00:00,2024-02-04 05:00:00,2024-02-04 10:00:00,2024-02-06 10:00:00,Ecom Express
ORD2673,2024-04-29 06:00:00,2024-04-29 10:00:00,2024-04-29 15:00:00,2024-05-01 15:00:00,BlueDart
ORD2674,2024-01-02 02:00:00,2024-01-02 05:00:00,2024-01-02 11:00:00,2024-01-06 11:00:00,Ecom Express
ORD2675,2024-06-04 05:00:00,2024-06-04 08:00:00,2024-06-04 17:00:00,2024-06-05 17:00:00,BlueDart
ORD2676,2024-04-22 06:00:00,2024-04-22 08:00:00,2024-04-22 10:00:00,2024-04-24 10:00:00,BlueDart
ORD2677,2024-03-04 03:00:00,2024-03-04 06:00:00,2024-03-04 14:00:00,2024-03-07 14:00:00,Delhivery
ORD2678,2024-05-16 06:00:00,2024-05-16 08:00:00,2024-05-16 10:00:00,2024-05-19 10:00:00,BlueDart
ORD2679,2024-01-01 06:00:00,2024-01-01 08:00:00,2024-01-01 15:00:00,2024-01-02 15:00:00,BlueDart
ORD2680,2024-05-06 02:00:00,2024-05-06 06:00:00,2024-05-06 12:00:00,2024-05-09 12:00:00,Ecom Express
ORD2681,2024-02-14 01:00:00,2024-02-14 03:00:00,2024-02-14 05:00:00,2024-02-17 05:00:00,BlueDart
ORD2682,2024-01-31 04:00:00,2024-01-31 07:00:00,2024-01-31 12:00:00,2024-02-05 12:00:00,Ecom Express
ORD2683,2024-03-15 05:00:00,2024-03-15 06:00:00,2024-03-15 12:00:00,2024-03-16 12:00:00,BlueDart
ORD2684,2024-05-22 01:00:00,2024-05-22 02:00:00,2024-05-22 12:00:00,2024-05-26 12:00:00,Delhivery
ORD2685,2024-06-02 01:00:00,2024-06-02 02:00:00,2024-06-02 04:00:00,2024-06-03 04:00:00,Ecom Express
ORD2686,2024-02-15 05:00:00,2024-02-15 08:00:00,2024-02-15 12:00:00,2024-02-17 12:00:00,BlueDart
ORD2687,2024-05-19 01:00:00,2024-05-19 05:00:00,2024-05-19 14:00:00,2024-05-21 14:00:00,BlueDart
ORD2688,2024-04-06 03:00:00,2024-04-06 04:00:00,2024-04-06 09:00:00,2024-04-12 09:00:00,Ecom Express
ORD2689,2024-05-16 06:00:00,2024-05-16 09:00:00,2024-05-16 11:00:00,2024-05-18 11:00:00,Ecom Express
ORD2690,2024-02-15 01:00:00,2024-02-15 05:00:00,2024-02-15 12:00:00,2024-02-17 12:00:00,Ecom Express
ORD2691,2024-05-11 04:00:00,2024-05-11 08:00:00,2024-05-11 18:00:00,2024-05-13 18:00:00,BlueDart
ORD2692,2024-01-15 02:00:00,2024-01-15 03:00:00,2024-01-15 11:00:00,2024-01-22 11:00:00,BlueDart
ORD2693,2024-04-20 03:00:00,2024-04-20 04:00:00,2024-04-20 06:00:00,2024-04-22 06:00:00,Delhivery
ORD2694,2024-06-27 01:00:00,2024-06-27 02:00:00,2024-06-27 12:00:00,2024-06-30 12:00:00,Delhivery
ORD2695,2024-02-18 03:00:00,2024-02-18 04:00:00,2024-02-18 10:00:00,2024-02-20 10:00:00,Delhivery
ORD2696,2024-01-23 03:00:00,2024-01-23 04:00:00,2024-01-23 09:00:00,2024-01-26 09:00:00,Delhivery
ORD2697,2024-06-10 04:00:00,2024-06-10 05:00:00,2024-06-10 09:00:00,2024-06-17 09:00:00,BlueDart
ORD2698,2024-05-26 02:00:00,2024-05-26 03:00:00,2024-05-26 08:00:00,2024-05-27 08:00:00,Ecom Express
ORD2699,2024-06-05 06:00:00,2024-06-05 08:00:00,2024-06-05 17:00:00,2024-06-07 17:00:00,Ecom Express
ORD2700,2024-03-06 01:00:00,2024-03-06 05:00:00,2024-03-06 14:00:00,2024-03-08 14:00:00,Delhivery
ORD2701,2024-01-31 06:00:00,2024-01-31 09:00:00,2024-01-31 16:00:00,2024-02-01 16:00:00,BlueDart
ORD2702,2024-05-27 04:00:00,2024-05-27 06:00:00,2024-05-27 09:00:00,2024-05-29 09:00:00,BlueDart
ORD2703,2024-05-29 06:00:00,2024-05-29 10:00:00,2024-05-29 16:00:00,2024-06-01 16:00:00,Delhivery
ORD2704,2024-06-27 02:00:00,2024-06-27 06:00:00,2024-06-27 16:00:00,2024-07-02 16:00:00,BlueDart
ORD2705,2024-01-23 02:00:00,2024-01-23 06:00:00,2024-01-23 16:00:00,2024-01-25 16:00:00,BlueDart
ORD2706,2024-04-24 03:00:00,2024-04-24 06:00:00,2024-04-24 09:00:00,2024-04-26 09:00:00,Delhivery
ORD2707,2024-04-22 06:00:00,2024-04-22 10:00:00,2024-04-22 14:00:00,2024-04-24 14:00:00,BlueDart
ORD2708,2024-04-03 04:00:00,2024-04-03 06:00:00,2024-04-03 11:00:00,2024-04-04 11:00:00,Delhivery
ORD2709,2024-01-29 02:00:00,2024-01-29 05:00:00,2024-01-29 15:00:00,2024-02-01 15:00:00,Ecom Express
ORD2710,2024-02-25 04:00:00,2024-02-25 05:00:00,2024-02-25 11:00:00,2024-02-28 11:00:00,Delhivery
ORD2711,2024-02-20 04:00:00,2024-02-20 05:00:00,2024-02-20 10:00:00,2024-02-21 10:00:00,BlueDart
ORD2712,2024-05-12 01:00:00,2024-05-12 04:00:00,2024-05-12 10:00:00,2024-05-14 10:00:00,Ecom Express
ORD2713,2024-01-25 04:00:00,2024-01-25 06:00:00,2024-01-25 11:00:00,2024-01-27 11:00:00,Delhivery
ORD2714,2024-04-10 03:00:00,2024-04-10 06:00:00,2024-04-10 08:00:00,2024-04-13 08:00:00,BlueDart
ORD2715,2024-06-24 02:00:00,2024-06-24 04:00:00,2024-06-24 10:00:00,2024-06-26 10:00:00,Delhivery
ORD2716,2024-03-05 04:00:00,2024-03-05 07:00:00,2024-03-05 12:00:00,2024-03-07 12:00:00,BlueDart
ORD2717,2024-05-22 05:00:00,2024-05-22 07:00:00,2024-05-22 10:00:00,2024-05-25 10:00:00,BlueDart
ORD2718,2024-01-12 05:00:00,2024-01-12 07:00:00,2024-01-12 11:00:00,2024-01-14 11:00:00,Ecom Express
ORD2719,2024-02-15 05:00:00,2024-02-15 08:00:00,2024-02-15 14:00:00,2024-02-17 14:00:00,Ecom Express
ORD2720,2024-04-08 01:00:00,2024-04-08 05:00:00,2024-04-08 13:00:00,2024-04-13 13:00:00,BlueDart
ORD2721,2024-05-28 03:00:00,2024-05-28 06:00:00,2024-05-28 11:00:00,2024-05-29 11:00:00,BlueDart
ORD2722,2024-04-14 02:00:00,2024-04-14 05:00:00,2024-04-14 10:00:00,2024-04-17 10:00:00,Ecom Express
ORD2723,2024-02-20 06:00:00,2024-02-20 08:00:00,2024-02-20 12:00:00,2024-02-27 12:00:00,Ecom Express
ORD2724,2024-04-06 05:00:00,2024-04-06 07:00:00,2024-04-06 16:00:00,2024-04-07 16:00:00,Delhivery
ORD2725,2024-06-20 05:00:00,2024-06-20 07:00:00,2024-06-20 09:00:00,2024-06-22 09:00:00,BlueDart
ORD2726,2024-02-12 01:00:00,2024-02-12 03:00:00,2024-02-12 10:00:00,2024-02-13 10:00:00,BlueDart
ORD2727,2024-01-17 04:00:00,2024-01-17 07:00:00,2024-01-17 09:00:00,2024-01-23 09:00:00,Ecom Express
ORD2728,2024-04-18 03:00:00,2024-04-18 04:00:00,2024-04-18 09:00:00,2024-04-21 09:00:00,BlueDart
ORD2729,2024-05-16 05:00:00,2024-05-16 06:00:00,2024-05-16 11:00:00,2024-05-22 11:00:00,BlueDart
ORD2730,2024-03-01 01:00:00,2024-03-01 02:00:00,2024-03-01 05:00:00,2024-03-06 05:00:00,Delhivery
ORD2731,2024-03-25 05:00:00,2024-03-25 09:00:00,2024-03-25 12:00:00,2024-03-26 12:00:00,BlueDart
ORD2732,2024-03-19 05:00:00,2024-03-19 06:00:00,2024-03-19 14:00:00,2024-03-21 14:00:00,BlueDart
ORD2733,2024-03-11 04:00:00,2024-03-11 08:00:00,2024-03-11 17:00:00,2024-03-13 17:00:00,BlueDart
ORD2734,2024-01-19 01:00:00,2024-01-19 03:00:00,2024-01-19 09:00:00,2024-01-22 09:00:00,Ecom Express
ORD2735,2024-03-14 03:00:00,2024-03-14 05:00:00,2024-03-14 07:00:00,2024-03-19 07:00:00,Delhivery
ORD2736,2024-04-10 02:00:00,2024-04-10 05:00:00,2024-04-10 14:00:00,2024-04-13 14:00:00,Ecom Express
ORD2737,2024-05-29 04:00:00,2024-05-29 05:00:00,2024-05-29 11:00:00,2024-06-03 11:00:00,Ecom Express
ORD2738,2024-04-21 01:00:00,2024-04-21 02:00:00,2024-04-21 12:00:00,2024-04-22 12:00:00,BlueDart
ORD2739,2024-03-16 05:00:00,2024-03-16 06:00:00,2024-03-16 12:00:00,2024-03-19 12:00:00,Delhivery
ORD2740,2024-01-22 04:00:00,2024-01-22 08:00:00,2024-01-22 16:00:00,2024-01-23 16:00:00,Delhivery
ORD2741,2024-01-16 06:00:00,2024-01-16 07:00:00,2024-01-16 15:00:00,2024-01-17 15:00:00,Delhivery
ORD2742,2024-05-06 02:00:00,2024-05-06 03:00:00,2024-05-06 07:00:00,2024-05-07 07:00:00,Delhivery
ORD2743,2024-04-25 06:00:00,2024-04-25 08:00:00,2024-04-25 18:00:00,2024-04-26 18:00:00,Delhivery
ORD2744,2024-02-14 01:00:00,2024-02-14 02:00:00,2024-02-14 11:00:00,2024-02-17 11:00:00,Ecom Express
ORD2745,2024-03-14 04:00:00,2024-03-14 06:00:00,2024-03-14 10:00:00,2024-03-20 10:00:00,Ecom Express
ORD2746,2024-03-05 05:00:00,2024-03-05 06:00:00,2024-03-05 08:00:00,2024-03-06 08:00:00,Ecom Express
ORD2747,2024-01-05 06:00:00,2024-01-05 10:00:00,2024-01-05 13:00:00,2024-01-12 13:00:00,Ecom Express
ORD2748,2024-06-05 02:00:00,2024-06-05 03:00:00,2024-06-05 09:00:00,2024-06-07 09:00:00,BlueDart
ORD2749,2024-02-04 05:00:00,2024-02-04 08:00:00,2024-02-04 14:00:00,2024-02-06 14:00:00,Ecom Express
ORD2750,2024-04-08 01:00:00,2024-04-08 04:00:00,2024-04-08 08:00:00,2024-04-10 08:00:00,Ecom Express
ORD2751,2024-01-12 01:00:00,2024-01-12 03:00:00,2024-01-12 07:00:00,2024-01-14 07:00:00,Delhivery
ORD2752,2024-05-14 01:00:00,2024-05-14 03:00:00,2024-05-14 10:00:00,2024-05-17 10:00:00,Ecom Express
ORD2753,2024-01-06 01:00:00,2024-01-06 05:00:00,2024-01-06 08:00:00,2024-01-08 08:00:00,BlueDart
ORD2754,2024-04-09 04:00:00,2024-04-09 07:00:00,2024-04-09 11:00:00,2024-04-12 11:00:00,Ecom Express
ORD2755,2024-04-22 01:00:00,2024-04-22 02:00:00,2024-04-22 06:00:00,2024-04-24 06:00:00,Delhivery
ORD2756,2024-06-14 04:00:00,2024-06-14 06:00:00,2024-06-14 11:00:00,2024-06-15 11:00:00,BlueDart
ORD2757,2024-03-10 04:00:00,2024-03-10 08:00:00,2024-03-10 16:00:00,2024-03-12 16:00:00,Delhivery
ORD2758,2024-04-30 03:00:00,2024-04-30 07:00:00,2024-04-30 14:00:00,2024-05-01 14:00:00,Ecom Express
ORD2759,2024-01-07 03:00:00,2024-01-07 04:00:00,2024-01-07 06:00:00,2024-01-09 06:00:00,Ecom Express
ORD2760,2024-05-23 02:00:00,2024-05-23 04:00:00,2024-05-23 08:00:00,2024-05-26 08:00:00,BlueDart
ORD2761,2024-02-04 06:00:00,2024-02-04 08:00:00,2024-02-04 11:00:00,2024-02-06 11:00:00,BlueDart
ORD2762,2024-03-03 03:00:00,2024-03-03 05:00:00,2024-03-03 12:00:00,2024-03-05 12:00:00,Delhivery
ORD2763,2024-05-09 02:00:00,2024-05-09 06:00:00,2024-05-09 14:00:00,2024-05-12 14:00:00,BlueDart
ORD2764,2024-06-08 06:00:00,2024-06-08 08:00:00,2024-06-08 13:00:00,2024-06-10 13:00:00,Ecom Express
ORD2765,2024-06-18 04:00:00,2024-06-18 08:00:00,2024-06-18 17:00:00,2024-06-19 17:00:00,Ecom Express
ORD2766,2024-03-01 02:00:00,2024-03-01 06:00:00,2024-03-01 09:00:00,2024-03-04 09:00:00,Ecom Express
ORD2767,2024-05-20 02:00:00,2024-05-20 04:00:00,2024-05-20 11:00:00,2024-05-21 11:00:00,BlueDart
ORD2768,2024-05-01 05:00:00,2024-05-01 08:00:00,2024-05-01 18:00:00,2024-05-04 18:00:00,Ecom Express
ORD2769,2024-05-21 01:00:00,2024-05-21 03:00:00,2024-05-21 10:00:00,2024-05-22 10:00:00,Ecom Express
ORD2770,2024-01-05 06:00:00,2024-01-05 08:00:00,2024-01-05 14:00:00,2024-01-08 14:00:00,Ecom Express
ORD2771,2024-01-10 02:00:00,2024-01-10 05:00:00,2024-01-10 09:00:00,2024-01-15 09:00:00,BlueDart
ORD2772,2024-01-09 02:00:00,2024-01-09 03:00:00,2024-01-09 06:00:00,2024-01-13 06:00:00,Delhivery
ORD2773,2024-06-02 06:00:00,2024-06-02 10:00:00,2024-06-02 17:00:00,2024-06-04 17:00:00,Delhivery
ORD2774,2024-02-24 04:00:00,2024-02-24 08:00:00,2024-02-24 17:00:00,2024-02-27 17:00:00,BlueDart
ORD2775,2024-06-25 03:00:00,2024-06-25 06:00:00,2024-06-25 09:00:00,2024-06-26 09:00:00,BlueDart
ORD2776,2024-06-13 01:00:00,2024-06-13 04:00:00,2024-06-13 13:00:00,2024-06-14 13:00:00,BlueDart
ORD2777,2024-03-24 02:00:00,2024-03-24 04:00:00,2024-03-24 11:00:00,2024-03-26 11:00:00,BlueDart
ORD2778,2024-02-14 05:00:00,2024-02-14 08:00:00,2024-02-14 12:00:00,2024-02-15 12:00:00,BlueDart
ORD2779,2024-04-11 01:00:00,2024-04-11 03:00:00,2024-04-11 06:00:00,2024-04-18 06:00:00,Delhivery
ORD2780,2024-06-02 06:00:00,2024-06-02 08:00:00,2024-06-02 11:00:00,2024-06-06 11:00:00,Delhivery
ORD2781,2024-03-28 03:00:00,2024-03-28 05:00:00,2024-03-28 07:00:00,2024-03-29 07:00:00,BlueDart
ORD2782,2024-05-29 02:00:00,2024-05-29 06:00:00,2024-05-29 13:00:00,2024-05-31 13:00:00,Delhivery
ORD2783,2024-05-21 05:00:00,2024-05-21 08:00:00,2024-05-21 13:00:00,2024-05-22 13:00:00,BlueDart
ORD2784,2024-01-14 01:00:00,2024-01-14 02:00:00,2024-01-14 07:00:00,2024-01-20 07:00:00,Ecom Express
ORD2785,2024-05-25 06:00:00,2024-05-25 07:00:00,2024-05-25 15:00:00,2024-05-28 15:00:00,Ecom Express
ORD2786,2024-01-09 03:00:00,2024-01-09 05:00:00,2024-01-09 07:00:00,2024-01-11 07:00:00,BlueDart
ORD2787,2024-06-03 01:00:00,2024-06-03 02:00:00,2024-06-03 12:00:00,2024-06-05 12:00:00,BlueDart
ORD2788,2024-05-10 06:00:00,2024-05-10 09:00:00,2024-05-10 11:00:00,2024-05-15 11:00:00,Ecom Express
ORD2789,2024-06-14 06:00:00,2024-06-14 08:00:00,2024-06-14 14:00:00,2024-06-20 14:00:00,Ecom Express
ORD2790,2024-06-11 02:00:00,2024-06-11 05:00:00,2024-06-11 09:00:00,2024-06-13 09:00:00,BlueDart
ORD2791,2024-05-19 02:00:00,2024-05-19 04:00:00,2024-05-19 09:00:00,2024-05-20 09:00:00,BlueDart
ORD2792,2024-01-24 03:00:00,2024-01-24 06:00:00,2024-01-24 11:00:00,2024-01-31 11:00:00,BlueDart
ORD2793,2024-02-22 01:00:00,2024-02-22 04:00:00,2024-02-22 14:00:00,2024-02-27 14:00:00,BlueDart
ORD2794,2024-03-10 04:00:00,2024-03-10 08:00:00,2024-03-10 17:00:00,2024-03-11 17:00:00,Delhivery
ORD2795,2024-04-29 05:00:00,2024-04-29 08:00:00,2024-04-29 10:00:00,2024-04-30 10:00:00,BlueDart
ORD2796,2024-06-02 02:00:00,2024-06-02 06:00:00,2024-06-02 08:00:00,2024-06-07 08:00:00,BlueDart
ORD2797,2024-01-03 06:00:00,2024-01-03 08:00:00,2024-01-03 10:00:00,2024-01-10 10:00:00,BlueDart
ORD2798,2024-03-19 04:00:00,2024-03-19 08:00:00,2024-03-19 15:00:00,2024-03-26 15:00:00,BlueDart
ORD2799,2024-06-03 01:00:00,2024-06-03 05:00:00,2024-06-03 15:00:00,2024-06-06 15:00:00,Ecom Express
ORD2800,2024-01-25 05:00:00,2024-01-25 09:00:00,2024-01-25 16:00:00,2024-01-26 16:00:00,BlueDart
ORD2801,2024-03-22 02:00:00,2024-03-22 05:00:00,2024-03-22 07:00:00,2024-03-24 07:00:00,Delhivery
ORD2802,2024-05-09 03:00:00,2024-05-09 07:00:00,2024-05-09 11:00:00,2024-05-15 11:00:00,Ecom Express
ORD2803,2024-01-13 04:00:00,2024-01-13 07:00:00,2024-01-13 14:00:00,2024-01-16 14:00:00,Delhivery
ORD2804,2024-05-08 05:00:00,2024-05-08 08:00:00,2024-05-08 13:00:00,2024-05-11 13:00:00,BlueDart
ORD2805,2024-01-22 03:00:00,2024-01-22 06:00:00,2024-01-22 08:00:00,2024-01-25 08:00:00,BlueDart
