order_id,order_date,customer_id,order_value,payment_type,warehouse,order_status,pick_time,pack_time,ship_time,delivery_time,carrier,ticket_id,issue_type,created_time,resolved_time,status,pick_delay_hrs,pack_delay_hrs,ship_delay_hrs,delivery_days,support_resolution_hrs,sla_breached,optimized_resolution
ORD1794,2024-06-27,4952,118.17,UPI,Delhi,Delivered,2024-06-27 06:00:00,2024-06-27 09:00:00,2024-06-27 18:00:00,2024-06-29 18:00:00,Delhivery,,,,,,6.0,3.0,9.0,2,,False,
ORD1795,2024-04-25,5683,53.15,Wallet,Bangalore,Delayed,2024-04-25 06:00:00,2024-04-25 07:00:00,2024-04-25 13:00:00,2024-04-30 13:00:00,BlueDart,,,,,,6.0,1.0,6.0,5,,True,
ORD1796,2024-06-08,1986,171.93,Wallet,Bangalore,Delivered,2024-06-08 01:00:00,2024-06-08 04:00:00,2024-06-08 13:00:00,2024-06-10 13:00:00,BlueDart,,,,,,1.0,3.0,9.0,2,,False,
ORD1797,2024-01-22,2863,276.03,Wallet,Bangalore,Delayed,2024-01-22 01:00:00,2024-01-22 05:00:00,2024-01-22 07:00:00,2024-01-29 07:00:00,Delhivery,TKT2165,Refund,2024-02-23,2024-02-25 10:00:00,Closed,1.0,4.0,2.0,7,58.0,True,34.8
ORD1798,2024-06-04,5440,123.53,Wallet,Bangalore,Delivered,2024-06-04 05:00:00,2024-06-04 07:00:00,2024-06-04 10:00:00,2024-06-07 10:00:00,Delhivery,,,,,,5.0,2.0,3.0,3,,False,
ORD1799,2024-03-19,5909,255.04,COD,Hyderabad,Delivered,2024-03-19 06:00:00,2024-03-19 10:00:00,2024-03-19 13:00:00,2024-03-20 13:00:00,Ecom Express,,,,,,6.0,4.0,3.0,1,,False,
ORD1800,2024-02-14,4072,10.07,COD,Mumbai,Delivered,2024-02-14 06:00:00,2024-02-14 07:00:00,2024-02-14 17:00:00,2024-02-15 17:00:00,Ecom Express,,,,,,6.0,1.0,10.0,1,,False,
ORD1801,2024-05-12,4124,58.87,Credit Card,Mumbai,Delivered,2024-05-12 03:00:00,2024-05-12 07:00:00,2024-05-12 11:00:00,2024-05-14 11:00:00,BlueDart,,,,,,3.0,4.0,4.0,2,,False,
ORD1802,2024-05-03,2327,18.82,Credit Card,Bangalore,Delivered,2024-05-03 06:00:00,2024-05-03 08:00:00,2024-05-03 16:00:00,2024-05-04 16:00:00,Delhivery,,,,,,6.0,2.0,8.0,1,,False,
ORD1803,2024-03-28,3408,105.16,Wallet,Mumbai,Delivered,2024-03-28 03:00:00,2024-03-28 06:00:00,2024-03-28 10:00:00,2024-03-29 10:00:00,Ecom Express,,,,,,3.0,3.0,4.0,1,,False,
ORD1804,2024-02-05,4673,273.37,Credit Card,Hyderabad,Delivered,2024-02-05 05:00:00,2024-02-05 09:00:00,2024-02-05 17:00:00,2024-02-07 17:00:00,Delhivery,,,,,,5.0,4.0,8.0,2,,False,
ORD1805,2024-02-02,4291,38.12,COD,Bangalore,Delivered,2024-02-02 03:00:00,2024-02-02 05:00:00,2024-02-02 15:00:00,2024-02-04 15:00:00,BlueDart,TKT2527,Damaged Item,2024-05-08,2024-05-09 12:00:00,Closed,3.0,2.0,10.0,2,36.0,False,36.0
ORD1806,2024-02-20,5033,185.86,Wallet,Hyderabad,Delivered,2024-02-20 03:00:00,2024-02-20 06:00:00,2024-02-20 10:00:00,2024-02-23 10:00:00,BlueDart,,,,,,3.0,3.0,4.0,3,,False,
ORD1807,2024-04-07,1703,140.93,Wallet,Hyderabad,Delivered,2024-04-07 04:00:00,2024-04-07 07:00:00,2024-04-07 16:00:00,2024-04-08 16:00:00,Ecom Express,TKT1627,Wrong Item,2024-02-09,2024-02-10 02:00:00,Closed,4.0,3.0,9.0,1,26.0,False,26.0
ORD1808,2024-02-16,1574,282.16,COD,Delhi,Delivered,2024-02-16 01:00:00,2024-02-16 02:00:00,2024-02-16 10:00:00,2024-02-18 10:00:00,Ecom Express,,,,,,1.0,1.0,8.0,2,,False,
ORD1809,2024-04-02,4232,45.53,UPI,Hyderabad,Delayed,2024-04-02 03:00:00,2024-04-02 07:00:00,2024-04-02 12:00:00,2024-04-06 12:00:00,Ecom Express,,,,,,3.0,4.0,5.0,4,,True,
ORD1810,2024-05-22,5783,71.49,Wallet,Delhi,Delivered,2024-05-22 04:00:00,2024-05-22 07:00:00,2024-05-22 17:00:00,2024-05-24 17:00:00,BlueDart,TKT1194,Refund,2024-01-18,2024-01-18 19:00:00,Closed,4.0,3.0,10.0,2,19.0,False,11.4
ORD1811,2024-04-28,3632,18.57,Credit Card,Bangalore,Delivered,2024-04-28 02:00:00,2024-04-28 05:00:00,2024-04-28 07:00:00,2024-04-30 07:00:00,Delhivery,TKT2736,Damaged Item,2024-01-13,2024-01-14 18:00:00,Closed,2.0,3.0,2.0,2,42.0,False,42.0
ORD1812,2024-04-25,4828,135.84,UPI,Hyderabad,Delivered,2024-04-25 04:00:00,2024-04-25 05:00:00,2024-04-25 08:00:00,2024-04-27 08:00:00,Ecom Express,,,,,,4.0,1.0,3.0,2,,False,
ORD1813,2024-03-25,4230,90.57,COD,Mumbai,Delivered,2024-03-25 01:00:00,2024-03-25 03:00:00,2024-03-25 12:00:00,2024-03-28 12:00:00,Ecom Express,,,,,,1.0,2.0,9.0,3,,False,
ORD1814,2024-06-07,1488,262.27,UPI,Bangalore,Delivered,2024-06-07 01:00:00,2024-06-07 05:00:00,2024-06-07 10:00:00,2024-06-10 10:00:00,Ecom Express,,,,,,1.0,4.0,5.0,3,,False,
ORD1815,2024-01-09,2347,185.43,UPI,Hyderabad,Delayed,2024-01-09 05:00:00,2024-01-09 08:00:00,2024-01-09 14:00:00,2024-01-16 14:00:00,BlueDart,,,,,,5.0,3.0,6.0,7,,True,
ORD1816,2024-01-24,4681,188.09,Wallet,Hyderabad,Delayed,2024-01-24 03:00:00,2024-01-24 07:00:00,2024-01-24 16:00:00,2024-01-31 16:00:00,BlueDart,,,,,,3.0,4.0,9.0,7,,True,
ORD1817,2024-02-07,4173,164.25,UPI,Mumbai,Delivered,2024-02-07 05:00:00,2024-02-07 08:00:00,2024-02-07 17:00:00,2024-02-08 17:00:00,Delhivery,,,,,,5.0,3.0,9.0,1,,False,
ORD1818,2024-01-20,5589,36.64,Credit Card,Delhi,Delivered,2024-01-20 04:00:00,2024-01-20 07:00:00,2024-01-20 17:00:00,2024-01-22 17:00:00,Ecom Express,,,,,,4.0,3.0,10.0,2,,False,
ORD1819,2024-01-31,2667,139.06,Wallet,Hyderabad,Delivered,2024-01-31 01:00:00,2024-01-31 02:00:00,2024-01-31 07:00:00,2024-02-01 07:00:00,BlueDart,,,,,,1.0,1.0,5.0,1,,False,
ORD1820,2024-05-03,2637,299.86,COD,Hyderabad,Delayed,2024-05-03 01:00:00,2024-05-03 05:00:00,2024-05-03 11:00:00,2024-05-09 11:00:00,BlueDart,,,,,,1.0,4.0,6.0,6,,True,
ORD1821,2024-04-11,5114,252.22,Credit Card,Mumbai,Delivered,2024-04-11 01:00:00,2024-04-11 05:00:00,2024-04-11 08:00:00,2024-04-14 08:00:00,BlueDart,,,,,,1.0,4.0,3.0,3,,False,
ORD1822,2024-03-10,4553,269.1,Wallet,Bangalore,Delayed,2024-03-10 01:00:00,2024-03-10 03:00:00,2024-03-10 11:00:00,2024-03-16 11:00:00,Ecom Express,,,,,,1.0,2.0,8.0,6,,True,
ORD1823,2024-04-07,2000,248.74,UPI,Hyderabad,Delivered,2024-04-07 03:00:00,2024-04-07 06:00:00,2024-04-07 15:00:00,2024-04-08 15:00:00,Ecom Express,,,,,,3.0,3.0,9.0,1,,False,
ORD1824,2024-06-02,1850,39.88,Credit Card,Delhi,Cancelled,2024-06-02 03:00:00,2024-06-02 06:00:00,2024-06-02 14:00:00,2024-06-03 14:00:00,Delhivery,,,,,,3.0,3.0,8.0,1,,False,
ORD1825,2024-01-16,2388,75.96,Wallet,Delhi,Delayed,2024-01-16 02:00:00,2024-01-16 04:00:00,2024-01-16 11:00:00,2024-01-22 11:00:00,Ecom Express,,,,,,2.0,2.0,7.0,6,,True,
ORD1826,2024-05-05,4712,10.91,Wallet,Mumbai,Delivered,2024-05-05 01:00:00,2024-05-05 05:00:00,2024-05-05 11:00:00,2024-05-06 11:00:00,Ecom Express,TKT2948,Refund,2024-03-24,2024-03-24 13:00:00,Closed,1.0,4.0,6.0,1,13.0,False,7.8
ORD1827,2024-06-14,2367,98.02,COD,Delhi,Delivered,2024-06-14 05:00:00,2024-06-14 09:00:00,2024-06-14 15:00:00,2024-06-15 15:00:00,BlueDart,TKT1867,Refund,2024-05-31,2024-05-31 17:00:00,Closed,5.0,4.0,6.0,1,17.0,False,10.2
ORD1828,2024-05-03,1821,41.5,Wallet,Hyderabad,Delivered,2024-05-03 02:00:00,2024-05-03 04:00:00,2024-05-03 10:00:00,2024-05-05 10:00:00,BlueDart,,,,,,2.0,2.0,6.0,2,,False,
ORD1829,2024-02-22,1454,147.11,COD,Delhi,Delayed,2024-02-22 06:00:00,2024-02-22 10:00:00,2024-02-22 15:00:00,2024-02-27 15:00:00,Delhivery,TKT2250,Wrong Item,2024-02-29,2024-02-29 12:00:00,Closed,6.0,4.0,5.0,5,12.0,True,12.0
ORD1830,2024-02-27,2624,206.37,UPI,Hyderabad,Delayed,2024-02-27 03:00:00,2024-02-27 05:00:00,2024-02-27 15:00:00,2024-03-05 15:00:00,BlueDart,,,,,,3.0,2.0,10.0,7,,True,
ORD1831,2024-06-19,3772,263.61,Wallet,Mumbai,Delivered,2024-06-19 06:00:00,2024-06-19 09:00:00,2024-06-19 18:00:00,2024-06-20 18:00:00,Delhivery,,,,,,6.0,3.0,9.0,1,,False,
ORD1832,2024-04-10,4726,227.27,Wallet,Delhi,Delivered,2024-04-10 01:00:00,2024-04-10 03:00:00,2024-04-10 12:00:00,2024-04-12 12:00:00,BlueDart,TKT2030,Refund,2024-03-19,2024-03-19 13:00:00,Closed,1.0,2.0,9.0,2,13.0,False,7.8
ORD1833,2024-02-07,4147,282.19,UPI,Hyderabad,Delayed,2024-02-07 01:00:00,2024-02-07 05:00:00,2024-02-07 09:00:00,2024-02-11 09:00:00,BlueDart,,,,,,1.0,4.0,4.0,4,,True,
ORD1834,2024-02-18,5089,25.63,Wallet,Bangalore,Delivered,2024-02-18 03:00:00,2024-02-18 06:00:00,2024-02-18 08:00:00,2024-02-20 08:00:00,BlueDart,TKT1074,Damaged Item,2024-01-16,2024-01-17 09:00:00,Closed,3.0,3.0,2.0,2,33.0,False,33.0
ORD1834,2024-02-18,5089,25.63,Wallet,Bangalore,Delivered,2024-02-18 03:00:00,2024-02-18 06:00:00,2024-02-18 08:00:00,2024-02-20 08:00:00,BlueDart,TKT1795,Late Delivery,2024-01-06,2024-01-06 07:00:00,Closed,3.0,3.0,2.0,2,7.0,False,4.8999999999999995
ORD1834,2024-02-18,5089,25.63,Wallet,Bangalore,Delivered,2024-02-18 03:00:00,2024-02-18 06:00:00,2024-02-18 08:00:00,2024-02-20 08:00:00,BlueDart,TKT2433,Refund,2024-03-28,2024-03-30 09:00:00,Closed,3.0,3.0,2.0,2,57.0,False,34.199999999999996
ORD1835,2024-05-06,5806,13.53,Wallet,Hyderabad,Delayed,2024-05-06 06:00:00,2024-05-06 08:00:00,2024-05-06 16:00:00,2024-05-12 16:00:00,Delhivery,TKT381,Refund,2024-01-01,2024-01-01 06:00:00,Closed,6.0,2.0,8.0,6,6.0,True,3.5999999999999996
ORD1836,2024-05-08,3190,201.79,Credit Card,Hyderabad,Delayed,2024-05-08 04:00:00,2024-05-08 07:00:00,2024-05-08 10:00:00,2024-05-14 10:00:00,BlueDart,,,,,,4.0,3.0,3.0,6,,True,
ORD1837,2024-04-28,1916,93.91,COD,Mumbai,Delayed,2024-04-28 03:00:00,2024-04-28 04:00:00,2024-04-28 10:00:00,2024-05-02 10:00:00,Delhivery,,,,,,3.0,1.0,6.0,4,,True,
ORD1838,2024-06-12,4986,83.52,Wallet,Hyderabad,Delivered,2024-06-12 01:00:00,2024-06-12 04:00:00,2024-06-12 10:00:00,2024-06-15 10:00:00,Ecom Express,,,,,,1.0,3.0,6.0,3,,False,
ORD1839,2024-01-11,3875,105.96,Wallet,Mumbai,Delivered,2024-01-11 05:00:00,2024-01-11 07:00:00,2024-01-11 10:00:00,2024-01-13 10:00:00,Delhivery,,,,,,5.0,2.0,3.0,2,,False,
ORD1840,2024-05-29,2440,88.24,COD,Hyderabad,Delivered,2024-05-29 01:00:00,2024-05-29 02:00:00,2024-05-29 11:00:00,2024-05-31 11:00:00,BlueDart,TKT617,Damaged Item,2024-03-18,2024-03-20 15:00:00,Closed,1.0,1.0,9.0,2,63.0,False,63.0
ORD1841,2024-03-02,5400,158.32,Credit Card,Hyderabad,Delayed,2024-03-02 05:00:00,2024-03-02 08:00:00,2024-03-02 11:00:00,2024-03-06 11:00:00,Ecom Express,,,,,,5.0,3.0,3.0,4,,True,
ORD1842,2024-01-07,1735,137.64,COD,Hyderabad,Delivered,2024-01-07 04:00:00,2024-01-07 08:00:00,2024-01-07 15:00:00,2024-01-08 15:00:00,Delhivery,,,,,,4.0,4.0,7.0,1,,False,
ORD1843,2024-02-20,4568,158.6,Wallet,Mumbai,Delivered,2024-02-20 04:00:00,2024-02-20 07:00:00,2024-02-20 15:00:00,2024-02-22 15:00:00,BlueDart,TKT409,Late Delivery,2024-05-27,2024-05-28 18:00:00,Closed,4.0,3.0,8.0,2,42.0,False,29.4
ORD1843,2024-02-20,4568,158.6,Wallet,Mumbai,Delivered,2024-02-20 04:00:00,2024-02-20 07:00:00,2024-02-20 15:00:00,2024-02-22 15:00:00,BlueDart,TKT1252,Wrong Item,2024-01-02,2024-01-02 17:00:00,Closed,4.0,3.0,8.0,2,17.0,False,17.0
ORD1844,2024-01-14,4338,205.09,UPI,Hyderabad,Delivered,2024-01-14 01:00:00,2024-01-14 04:00:00,2024-01-14 08:00:00,2024-01-15 08:00:00,Ecom Express,TKT1878,Late Delivery,2024-05-15,2024-05-16 05:00:00,Closed,1.0,3.0,4.0,1,29.0,False,20.299999999999997
ORD1845,2024-06-24,4015,122.27,UPI,Mumbai,Delivered,2024-06-24 05:00:00,2024-06-24 07:00:00,2024-06-24 17:00:00,2024-06-27 17:00:00,Ecom Express,,,,,,5.0,2.0,10.0,3,,False,
ORD1846,2024-01-07,3889,82.88,Credit Card,Bangalore,Delayed,2024-01-07 02:00:00,2024-01-07 06:00:00,2024-01-07 11:00:00,2024-01-13 11:00:00,Ecom Express,,,,,,2.0,4.0,5.0,6,,True,
ORD1847,2024-05-14,1961,58.2,Credit Card,Mumbai,Delivered,2024-05-14 03:00:00,2024-05-14 04:00:00,2024-05-14 06:00:00,2024-05-17 06:00:00,BlueDart,,,,,,3.0,1.0,2.0,3,,False,
ORD1848,2024-01-30,3989,111.35,Wallet,Bangalore,Delivered,2024-01-30 01:00:00,2024-01-30 04:00:00,2024-01-30 08:00:00,2024-02-01 08:00:00,BlueDart,,,,,,1.0,3.0,4.0,2,,False,
ORD1849,2024-06-23,4848,225.12,Credit Card,Mumbai,Delivered,2024-06-23 05:00:00,2024-06-23 09:00:00,2024-06-23 11:00:00,2024-06-26 11:00:00,Delhivery,,,,,,5.0,4.0,2.0,3,,False,
ORD1850,2024-05-19,2026,229.44,Wallet,Mumbai,Delayed,2024-05-19 05:00:00,2024-05-19 09:00:00,2024-05-19 19:00:00,2024-05-26 19:00:00,Ecom Express,,,,,,5.0,4.0,10.0,7,,True,
ORD1851,2024-02-11,4865,203.4,UPI,Hyderabad,Delivered,2024-02-11 01:00:00,2024-02-11 02:00:00,2024-02-11 11:00:00,2024-02-12 11:00:00,BlueDart,TKT2498,Wrong Item,2024-03-31,2024-04-02 16:00:00,Closed,1.0,1.0,9.0,1,64.0,False,64.0
ORD1852,2024-03-04,3863,77.87,Credit Card,Delhi,Delivered,2024-03-04 04:00:00,2024-03-04 08:00:00,2024-03-04 11:00:00,2024-03-06 11:00:00,Ecom Express,,,,,,4.0,4.0,3.0,2,,False,
ORD1853,2024-01-19,3501,180.55,Wallet,Delhi,Delivered,2024-01-19 02:00:00,2024-01-19 04:00:00,2024-01-19 10:00:00,2024-01-22 10:00:00,BlueDart,,,,,,2.0,2.0,6.0,3,,False,
ORD1854,2024-04-02,2947,175.5,COD,Hyderabad,Delivered,2024-04-02 04:00:00,2024-04-02 06:00:00,2024-04-02 09:00:00,2024-04-03 09:00:00,BlueDart,,,,,,4.0,2.0,3.0,1,,False,
ORD1855,2024-01-04,2177,150.44,Credit Card,Bangalore,Delivered,2024-01-04 01:00:00,2024-01-04 03:00:00,2024-01-04 08:00:00,2024-01-05 08:00:00,Delhivery,,,,,,1.0,2.0,5.0,1,,False,
ORD1856,2024-04-09,5760,169.49,Wallet,Hyderabad,Delivered,2024-04-09 03:00:00,2024-04-09 06:00:00,2024-04-09 14:00:00,2024-04-12 14:00:00,Ecom Express,TKT171,Wrong Item,2024-06-26,2024-06-26 22:00:00,Closed,3.0,3.0,8.0,3,22.0,False,22.0
ORD1857,2024-04-05,1011,152.62,Wallet,Delhi,Delivered,2024-04-05 03:00:00,2024-04-05 07:00:00,2024-04-05 14:00:00,2024-04-06 14:00:00,BlueDart,TKT889,Late Delivery,2024-04-29,2024-04-30 12:00:00,Closed,3.0,4.0,7.0,1,36.0,False,25.2
ORD1858,2024-01-08,5399,173.98,COD,Mumbai,Delivered,2024-01-08 02:00:00,2024-01-08 05:00:00,2024-01-08 10:00:00,2024-01-11 10:00:00,BlueDart,,,,,,2.0,3.0,5.0,3,,False,
ORD1859,2024-01-21,4364,217.5,UPI,Hyderabad,Delivered,2024-01-21 01:00:00,2024-01-21 04:00:00,2024-01-21 13:00:00,2024-01-22 13:00:00,BlueDart,,,,,,1.0,3.0,9.0,1,,False,
ORD1860,2024-03-27,4022,41.79,COD,Bangalore,Delayed,2024-03-27 03:00:00,2024-03-27 07:00:00,2024-03-27 13:00:00,2024-04-02 13:00:00,Delhivery,TKT260,Refund,2024-05-21,2024-05-21 09:00:00,Closed,3.0,4.0,6.0,6,9.0,True,5.3999999999999995
ORD1861,2024-03-31,4371,227.39,Wallet,Hyderabad,Delivered,2024-03-31 03:00:00,2024-03-31 05:00:00,2024-03-31 14:00:00,2024-04-03 14:00:00,Delhivery,,,,,,3.0,2.0,9.0,3,,False,
ORD1862,2024-06-19,3830,49.41,COD,Delhi,Delivered,2024-06-19 05:00:00,2024-06-19 08:00:00,2024-06-19 13:00:00,2024-06-22 13:00:00,Ecom Express,,,,,,5.0,3.0,5.0,3,,False,
ORD1863,2024-04-21,1042,29.32,COD,Mumbai,Delivered,2024-04-21 02:00:00,2024-04-21 05:00:00,2024-04-21 15:00:00,2024-04-22 15:00:00,Ecom Express,TKT1775,Late Delivery,2024-02-11,2024-02-12 01:00:00,Closed,2.0,3.0,10.0,1,25.0,False,17.5
ORD1864,2024-05-02,1943,293.06,Wallet,Delhi,Delayed,2024-05-02 01:00:00,2024-05-02 02:00:00,2024-05-02 11:00:00,2024-05-08 11:00:00,Ecom Express,,,,,,1.0,1.0,9.0,6,,True,
ORD1865,2024-02-13,3390,287.53,UPI,Delhi,Delivered,2024-02-13 06:00:00,2024-02-13 10:00:00,2024-02-13 19:00:00,2024-02-16 19:00:00,BlueDart,TKT205,Wrong Item,2024-01-18,2024-01-19 09:00:00,Closed,6.0,4.0,9.0,3,33.0,False,33.0
ORD1866,2024-03-13,3545,27.53,COD,Delhi,Cancelled,2024-03-13 03:00:00,2024-03-13 04:00:00,2024-03-13 11:00:00,2024-03-15 11:00:00,Delhivery,,,,,,3.0,1.0,7.0,2,,False,
ORD1867,2024-03-20,3411,138.54,COD,Delhi,Delivered,2024-03-20 04:00:00,2024-03-20 06:00:00,2024-03-20 12:00:00,2024-03-23 12:00:00,BlueDart,,,,,,4.0,2.0,6.0,3,,False,
ORD1868,2024-01-26,5986,64.01,Credit Card,Mumbai,Delivered,2024-01-26 02:00:00,2024-01-26 04:00:00,2024-01-26 13:00:00,2024-01-29 13:00:00,BlueDart,,,,,,2.0,2.0,9.0,3,,False,
ORD1869,2024-02-12,2004,150.75,Credit Card,Delhi,Delivered,2024-02-12 01:00:00,2024-02-12 04:00:00,2024-02-12 09:00:00,2024-02-15 09:00:00,Delhivery,,,,,,1.0,3.0,5.0,3,,False,
ORD1870,2024-03-07,1020,250.75,Wallet,Bangalore,Delivered,2024-03-07 05:00:00,2024-03-07 08:00:00,2024-03-07 13:00:00,2024-03-08 13:00:00,BlueDart,TKT1290,Late Delivery,2024-02-10,2024-02-11 22:00:00,Closed,5.0,3.0,5.0,1,46.0,False,32.199999999999996
ORD1870,2024-03-07,1020,250.75,Wallet,Bangalore,Delivered,2024-03-07 05:00:00,2024-03-07 08:00:00,2024-03-07 13:00:00,2024-03-08 13:00:00,BlueDart,TKT2448,Late Delivery,2024-02-02,2024-02-03 13:00:00,Closed,5.0,3.0,5.0,1,37.0,False,25.9
ORD1871,2024-06-26,1406,285.68,Wallet,Bangalore,Delivered,2024-06-26 02:00:00,2024-06-26 05:00:00,2024-06-26 08:00:00,2024-06-27 08:00:00,Delhivery,,,,,,2.0,3.0,3.0,1,,False,
ORD1872,2024-02-06,2014,193.93,Wallet,Delhi,Delivered,2024-02-06 02:00:00,2024-02-06 04:00:00,2024-02-06 06:00:00,2024-02-07 06:00:00,BlueDart,,,,,,2.0,2.0,2.0,1,,False,
ORD1873,2024-01-14,5431,112.63,Credit Card,Bangalore,Delivered,2024-01-14 04:00:00,2024-01-14 06:00:00,2024-01-14 08:00:00,2024-01-17 08:00:00,Delhivery,,,,,,4.0,2.0,2.0,3,,False,
ORD1874,2024-03-04,2838,184.96,Wallet,Delhi,Delivered,2024-03-04 02:00:00,2024-03-04 04:00:00,2024-03-04 14:00:00,2024-03-06 14:00:00,Ecom Express,,,,,,2.0,2.0,10.0,2,,False,
ORD1875,2024-04-03,4188,100.48,COD,Mumbai,Delayed,2024-04-03 03:00:00,2024-04-03 06:00:00,2024-04-03 08:00:00,2024-04-09 08:00:00,Ecom Express,,,,,,3.0,3.0,2.0,6,,True,
ORD1876,2024-01-01,1714,273.85,COD,Mumbai,Delivered,2024-01-01 06:00:00,2024-01-01 07:00:00,2024-01-01 11:00:00,2024-01-03 11:00:00,Delhivery,TKT2408,Refund,2024-01-22,2024-01-24 10:00:00,Closed,6.0,1.0,4.0,2,58.0,False,34.8
ORD1877,2024-06-15,5146,262.42,UPI,Bangalore,Delivered,2024-06-15 01:00:00,2024-06-15 04:00:00,2024-06-15 12:00:00,2024-06-17 12:00:00,Ecom Express,TKT1776,Late Delivery,2024-03-05,2024-03-07 02:00:00,Closed,1.0,3.0,8.0,2,50.0,False,35.0
ORD1878,2024-04-30,4854,171.89,Wallet,Bangalore,Delivered,2024-04-30 05:00:00,2024-04-30 06:00:00,2024-04-30 13:00:00,2024-05-02 13:00:00,Ecom Express,,,,,,5.0,1.0,7.0,2,,False,
ORD1879,2024-04-22,5419,104.19,COD,Delhi,Delivered,2024-04-22 02:00:00,2024-04-22 03:00:00,2024-04-22 05:00:00,2024-04-24 05:00:00,Delhivery,,,,,,2.0,1.0,2.0,2,,False,
ORD1880,2024-06-09,5884,95.08,COD,Hyderabad,Delivered,2024-06-09 06:00:00,2024-06-09 07:00:00,2024-06-09 15:00:00,2024-06-12 15:00:00,BlueDart,,,,,,6.0,1.0,8.0,3,,False,
ORD1881,2024-06-05,1140,19.69,UPI,Delhi,Delivered,2024-06-05 05:00:00,2024-06-05 08:00:00,2024-06-05 15:00:00,2024-06-08 15:00:00,Ecom Express,,,,,,5.0,3.0,7.0,3,,False,
ORD1882,2024-05-28,5565,246.59,COD,Delhi,Delivered,2024-05-28 04:00:00,2024-05-28 07:00:00,2024-05-28 17:00:00,2024-05-31 17:00:00,BlueDart,,,,,,4.0,3.0,10.0,3,,False,
ORD1883,2024-04-29,5882,140.61,UPI,Mumbai,Delivered,2024-04-29 04:00:00,2024-04-29 05:00:00,2024-04-29 08:00:00,2024-04-30 08:00:00,Ecom Express,TKT630,Damaged Item,2024-05-06,2024-05-06 09:00:00,Closed,4.0,1.0,3.0,1,9.0,False,9.0
ORD1884,2024-01-31,1963,104.29,UPI,Hyderabad,Delayed,2024-01-31 06:00:00,2024-01-31 09:00:00,2024-01-31 19:00:00,2024-02-06 19:00:00,BlueDart,,,,,,6.0,3.0,10.0,6,,True,
ORD1885,2024-03-25,1372,146.62,Credit Card,Hyderabad,Delivered,2024-03-25 01:00:00,2024-03-25 03:00:00,2024-03-25 10:00:00,2024-03-28 10:00:00,Ecom Express,TKT1345,Refund,2024-04-05,2024-04-06 00:00:00,Closed,1.0,2.0,7.0,3,24.0,False,14.399999999999999
ORD1886,2024-01-22,4635,247.43,COD,Delhi,Delivered,2024-01-22 06:00:00,2024-01-22 08:00:00,2024-01-22 10:00:00,2024-01-25 10:00:00,BlueDart,,,,,,6.0,2.0,2.0,3,,False,
ORD1887,2024-01-21,3541,46.14,Credit Card,Mumbai,Delivered,2024-01-21 05:00:00,2024-01-21 07:00:00,2024-01-21 15:00:00,2024-01-23 15:00:00,BlueDart,TKT652,Late Delivery,2024-01-18,2024-01-20 02:00:00,Closed,5.0,2.0,8.0,2,50.0,False,35.0
ORD1887,2024-01-21,3541,46.14,Credit Card,Mumbai,Delivered,2024-01-21 05:00:00,2024-01-21 07:00:00,2024-01-21 15:00:00,2024-01-23 15:00:00,BlueDart,TKT1910,Refund,2024-05-24,2024-05-25 07:00:00,Closed,5.0,2.0,8.0,2,31.0,False,18.599999999999998
ORD1888,2024-06-14,4610,258.72,COD,Bangalore,Cancelled,2024-06-14 03:00:00,2024-06-14 04:00:00,2024-06-14 12:00:00,2024-06-15 12:00:00,Delhivery,,,,,,3.0,1.0,8.0,1,,False,
ORD1889,2024-01-15,2692,270.28,Credit Card,Mumbai,Delivered,2024-01-15 02:00:00,2024-01-15 03:00:00,2024-01-15 06:00:00,2024-01-16 06:00:00,BlueDart,TKT122,Late Delivery,2024-06-11,2024-06-13 01:00:00,Closed,2.0,1.0,3.0,1,49.0,False,34.3
ORD1890,2024-03-16,1105,284.55,UPI,Bangalore,Delivered,2024-03-16 04:00:00,2024-03-16 07:00:00,2024-03-16 14:00:00,2024-03-17 14:00:00,Delhivery,,,,,,4.0,3.0,7.0,1,,False,
ORD1891,2024-03-11,2681,125.27,UPI,Mumbai,Delivered,2024-03-11 04:00:00,2024-03-11 08:00:00,2024-03-11 16:00:00,2024-03-13 16:00:00,Ecom Express,TKT2075,Refund,2024-02-06,2024-02-08 07:00:00,Closed,4.0,4.0,8.0,2,55.0,False,33.0
ORD1891,2024-03-11,2681,125.27,UPI,Mumbai,Delivered,2024-03-11 04:00:00,2024-03-11 08:00:00,2024-03-11 16:00:00,2024-03-13 16:00:00,Ecom Express,TKT2378,Late Delivery,2024-04-26,2024-04-26 11:00:00,Closed,4.0,4.0,8.0,2,11.0,False,7.699999999999999
ORD1892,2024-06-12,5097,72.97,UPI,Hyderabad,Delivered,2024-06-12 06:00:00,2024-06-12 10:00:00,2024-06-12 15:00:00,2024-06-14 15:00:00,Delhivery,,,,,,6.0,4.0,5.0,2,,False,
ORD1893,2024-06-10,5016,118.36,UPI,Mumbai,Delivered,2024-06-10 03:00:00,2024-06-10 06:00:00,2024-06-10 14:00:00,2024-06-11 14:00:00,BlueDart,,,,,,3.0,3.0,8.0,1,,False,
ORD1894,2024-03-31,3636,106.54,COD,Delhi,Delivered,2024-03-31 06:00:00,2024-03-31 08:00:00,2024-03-31 17:00:00,2024-04-01 17:00:00,Ecom Express,,,,,,6.0,2.0,9.0,1,,False,
